plate,mjd,fiber
2848,54453,473
2848,54453,503
2848,54453,545
2848,54453,594
2848,54453,598
2848,54453,632
2849,54454,4
2849,54454,75
2849,54454,349
2849,54454,408
2849,54454,432
2849,54454,522
2849,54454,531
2849,54454,594
2849,54454,599
2849,54454,623
2850,54461,40
2850,54461,42
2850,54461,65
2850,54461,76
2850,54461,91
2850,54461,93
2850,54461,558
2850,54461,637
2851,54459,80
2851,54459,313
2851,54459,534
2851,54459,600
2852,54468,13
2852,54468,94
2852,54468,122
2852,54468,154
2852,54468,221
2852,54468,224
2852,54468,326
2852,54468,372
2852,54468,378
2852,54468,408
2852,54468,481
2852,54468,511
2852,54468,518
2852,54468,523
2853,54440,5
2853,54440,31
2853,54440,46
2853,54440,54
2853,54440,64
2853,54440,98
2853,54440,113
2853,54440,134
2853,54440,136
2853,54440,258
2853,54440,292
2853,54440,388
2853,54440,396
2853,54440,401
2853,54440,458
2853,54440,546
2853,54440,555
2853,54440,601
2854,54465,16
2854,54465,18
2854,54465,42
2854,54465,171
2854,54465,202
2854,54465,371
2854,54465,427
2854,54465,430
2854,54465,450
2854,54465,466
2854,54465,472
2854,54465,506
2854,54465,549
2854,54465,564
2854,54465,593
2854,54480,28
2854,54480,158
2854,54480,185
2854,54480,197
2854,54480,351
2854,54480,363
2854,54480,414
2854,54480,548
2854,54480,557
2855,54466,13
2855,54466,21
2855,54466,27
2855,54466,41
2855,54466,78
2855,54466,94
2855,54466,210
2855,54466,262
2855,54466,334
2855,54466,355
2855,54466,410
2855,54466,425
2855,54466,437
2855,54466,570
2855,54466,577
2856,54463,203
2856,54463,237
2856,54463,268
2856,54463,384
2856,54463,410
2856,54463,463
2856,54463,634
2857,54453,9
2857,54453,176
2857,54453,244
2857,54453,394
2857,54453,409
2857,54453,429
2857,54453,441
2857,54453,498
2857,54453,572
2857,54453,576
2857,54453,622
2858,54464,427
2858,54498,2
2858,54498,18
2858,54498,164
2858,54498,247
2858,54498,270
2858,54498,281
2858,54498,293
2858,54498,315
2858,54498,426
2858,54498,457
2858,54498,518
2858,54498,566
2858,54498,631
2858,54498,634
2858,54498,640
2859,54570,75
2859,54570,106
2859,54570,116
2859,54570,157
2859,54570,243
2859,54570,250
2859,54570,339
2859,54570,367
2859,54570,393
2859,54570,411
2859,54570,427
2859,54570,433
2859,54570,471
2859,54570,504
2859,54570,542
2859,54570,576
2861,54583,31
2861,54583,47
2861,54583,78
2861,54583,102
2861,54583,105
2861,54583,106
2861,54583,138
2861,54583,161
2861,54583,187
2861,54583,250
2861,54583,275
2861,54583,279
2861,54583,284
2861,54583,385
2861,54583,397
2861,54583,424
2861,54583,451
2861,54583,535
2861,54583,552
2861,54583,561
2861,54583,572
2861,54583,619
2861,54583,625
2862,54471,13
2862,54471,46
2862,54471,107
2862,54471,110
2862,54471,123
2862,54471,215
2862,54471,238
2862,54471,258
2862,54471,401
2862,54471,451
2862,54471,453
2862,54471,464
2862,54471,466
2862,54471,526
2862,54471,533
2862,54471,565
2862,54471,572
2862,54471,576
2862,54471,622
2862,54471,625
2862,54471,628
2862,54471,631
2864,54467,10
2864,54467,35
2864,54467,90
2864,54467,93
2864,54467,112
2864,54467,119
2864,54467,149
2864,54467,156
2864,54467,160
2864,54467,189
2864,54467,215
2864,54467,238
2864,54467,266
2864,54467,270
2864,54467,292
2864,54467,293
2864,54467,318
2864,54467,334
2864,54467,344
2864,54467,373
2864,54467,396
2864,54467,397
2864,54467,410
2864,54467,414
2864,54467,422
2864,54467,500
2864,54467,506
2864,54467,507
2864,54467,526
2864,54467,532
2864,54467,542
2864,54467,546
2864,54467,557
2864,54467,587
2864,54467,588
2864,54467,608
2865,54503,4
2865,54503,35
2865,54503,42
2865,54503,59
2865,54503,77
2865,54503,88
2865,54503,99
2865,54503,110
2865,54503,209
2865,54503,251
2865,54503,256
2865,54503,270
2865,54503,302
2865,54503,356
2865,54503,375
2865,54503,414
2865,54503,420
2865,54503,422
2865,54503,426
2865,54503,457
2865,54503,458
2865,54503,479
2865,54503,487
2865,54503,499
2865,54503,500
2865,54503,503
2865,54503,520
2865,54503,540
2865,54503,598
2865,54503,599
2865,54503,603
2865,54503,612
2866,54478,14
2866,54478,25
2866,54478,27
2866,54478,47
2866,54478,63
2866,54478,95
2866,54478,104
2866,54478,124
2866,54478,134
2866,54478,179
2866,54478,180
2866,54478,198
2866,54478,224
2866,54478,276
2866,54478,281
2866,54478,303
2866,54478,314
2866,54478,318
2866,54478,322
2866,54478,337
2866,54478,351
2866,54478,372
2866,54478,392
2866,54478,408
2866,54478,419
2866,54478,474
2866,54478,501
2866,54478,510
2866,54478,594
2866,54478,597
2866,54478,603
2866,54478,626
2866,54478,629
2867,54479,2
2867,54479,34
2867,54479,56
2867,54479,86
2867,54479,117
2867,54479,136
2867,54479,169
2867,54479,172
2867,54479,236
2867,54479,267
2867,54479,277
2867,54479,286
2867,54479,329
2867,54479,370
2867,54479,375
2867,54479,470
2867,54479,496
2867,54479,526
2867,54479,544
2867,54479,578
2867,54479,579
2867,54479,583
2867,54479,611
2867,54479,614
2867,54479,635
2868,54451,2
2868,54451,136
2868,54451,137
2868,54451,222
2868,54451,235
2868,54451,260
2868,54451,264
2868,54451,313
2868,54451,329
2868,54451,333
2868,54451,340
2868,54451,368
2868,54451,416
2868,54451,429
2868,54451,437
2868,54451,443
2868,54451,471
2868,54451,545
2868,54451,572
2868,54451,595
2868,54451,597
2868,54451,621
2868,54451,638
2868,54451,639
2869,54454,22
2869,54454,43
2869,54454,71
2869,54454,77
2869,54454,82
2869,54454,86
2869,54454,95
2869,54454,135
2869,54454,140
2869,54454,189
2869,54454,209
2869,54454,214
2869,54454,252
2869,54454,253
2869,54454,270
2869,54454,287
2869,54454,326
2869,54454,358
2869,54454,368
2869,54454,416
2869,54454,535
2869,54454,565
2869,54454,587
2869,54454,594
2869,54454,635
2870,54534,18
2870,54534,48
2870,54534,67
2870,54534,70
2870,54534,72
2870,54534,178
2870,54534,219
2870,54534,273
2870,54534,303
2870,54534,316
2870,54534,321
2870,54534,357
2870,54534,370
2870,54534,374
2870,54534,378
2870,54534,400
2870,54534,404
2870,54534,418
2870,54534,420
2870,54534,429
2870,54534,434
2870,54534,438
2870,54534,440
2870,54534,443
2870,54534,462
2870,54534,470
2870,54534,576
2870,54534,591
2870,54534,610
2871,54536,15
2871,54536,19
2871,54536,52
2871,54536,65
2871,54536,75
2871,54536,135
2871,54536,136
2871,54536,142
2871,54536,196
2871,54536,210
2871,54536,232
2871,54536,233
2871,54536,246
2871,54536,253
2871,54536,277
2871,54536,317
2871,54536,319
2871,54536,334
2871,54536,341
2871,54536,348
2871,54536,367
2871,54536,368
2871,54536,393
2871,54536,421
2871,54536,425
2871,54536,441
2871,54536,446
2871,54536,512
2871,54536,542
2871,54536,559
2871,54536,599
2872,54533,1
2872,54533,5
2872,54533,21
2872,54533,39
2872,54533,76
2872,54533,106
2872,54533,112
2872,54533,199
2872,54533,233
2872,54533,284
2872,54533,294
2872,54533,299
2872,54533,309
2872,54533,365
2872,54533,379
2872,54533,384
2872,54533,410
2872,54533,414
2872,54533,424
2872,54533,497
2872,54533,516
2872,54533,538
2872,54533,578
2872,54533,634
2873,54505,11
2873,54505,40
2873,54505,46
2873,54505,69
2873,54505,73
2873,54505,98
2873,54505,122
2873,54505,125
2873,54505,137
2873,54505,154
2873,54505,187
2873,54505,190
2873,54505,226
2873,54505,231
2873,54505,240
2873,54505,249
2873,54505,257
2873,54505,272
2873,54505,288
2873,54505,325
2873,54505,336
2873,54505,349
2873,54505,363
2873,54505,365
2873,54505,372
2873,54505,376
2873,54505,385
2873,54505,430
2873,54505,479
2873,54505,509
2873,54505,547
2873,54505,558
2873,54505,576
2873,54505,580
2873,54505,600
2873,54505,604
2873,54505,627
2873,54505,638
2874,54561,14
2874,54561,71
2874,54561,83
2874,54561,87
2874,54561,125
2874,54561,144
2874,54561,189
2874,54561,197
2874,54561,253
2874,54561,275
2874,54561,292
2874,54561,327
2874,54561,333
2874,54561,336
2874,54561,351
2874,54561,365
2874,54561,420
2874,54561,432
2874,54561,440
2874,54561,464
2874,54561,485
2874,54561,508
2874,54561,512
2874,54561,522
2874,54561,528
2874,54561,531
2874,54561,536
2874,54561,572
2874,54561,594
2874,54561,603
2874,54561,620
2874,54561,626
2876,54581,2
2876,54581,13
2876,54581,27
2876,54581,29
2876,54581,45
2876,54581,46
2876,54581,58
2876,54581,70
2876,54581,71
2876,54581,73
2876,54581,113
2876,54581,116
2876,54581,120
2876,54581,149
2876,54581,185
2876,54581,198
2876,54581,199
2876,54581,217
2876,54581,221
2876,54581,228
2876,54581,277
2876,54581,306
2876,54581,327
2876,54581,331
2876,54581,343
2876,54581,354
2876,54581,362
2876,54581,383
2876,54581,384
2876,54581,391
2876,54581,405
2876,54581,429
2876,54581,433
2876,54581,455
2876,54581,460
2876,54581,472
2876,54581,476
2876,54581,536
2876,54581,582
2876,54581,626
2877,54523,47
2877,54523,74
2877,54523,108
2877,54523,115
2877,54523,166
2877,54523,174
2877,54523,202
2877,54523,233
2877,54523,247
2877,54523,255
2877,54523,264
2877,54523,266
2877,54523,293
2877,54523,319
2877,54523,346
2877,54523,357
2877,54523,382
2877,54523,388
2877,54523,431
2877,54523,463
2877,54523,473
2877,54523,530
2877,54523,532
2877,54523,535
2877,54523,536
2877,54523,541
2877,54523,577
2877,54523,596
2877,54523,625
2878,54465,32
2878,54465,42
2878,54465,94
2878,54465,104
2878,54465,194
2878,54465,269
2878,54465,374
2878,54465,417
2878,54465,459
2878,54465,472
2878,54465,533
2878,54465,544
2878,54465,585
2878,54465,636
2880,54509,7
2880,54509,88
2880,54509,435
2881,54502,25
2881,54502,30
2881,54502,253
2881,54502,270
2881,54502,275
2881,54502,318
2881,54502,362
2881,54502,399
2881,54502,491
2881,54502,496
2881,54502,613
2881,54502,629
2882,54498,7
2882,54498,171
2882,54498,285
2882,54498,337
2882,54498,375
2882,54498,451
2882,54498,482
2882,54498,531
2883,54525,48
2883,54525,229
2883,54525,579
2884,54526,109
2884,54526,209
2884,54526,212
2884,54526,254
2884,54526,344
2884,54526,416
2884,54526,453
2884,54526,479
2884,54526,513
2884,54526,630
2884,54526,638
2885,54497,41
2885,54497,111
2885,54497,213
2885,54497,218
2885,54497,350
2885,54497,376
2885,54497,387
2885,54497,526
2885,54497,578
2885,54497,583
2885,54497,594
2886,54498,14
2886,54498,145
2886,54498,165
2886,54498,362
2886,54498,402
2886,54498,460
2886,54498,535
2886,54498,587
2886,54498,605
2887,54495,5
2887,54495,49
2887,54495,54
2887,54495,62
2887,54495,85
2887,54495,86
2887,54495,89
2887,54495,91
2887,54495,94
2887,54495,114
2887,54495,123
2887,54495,130
2887,54495,131
2887,54495,132
2887,54495,137
2887,54495,140
2887,54495,162
2887,54495,167
2887,54495,203
2887,54495,208
2887,54495,213
2887,54495,215
2887,54495,216
2887,54495,219
2887,54495,227
2887,54495,233
2887,54495,240
2887,54495,241
2887,54495,247
2887,54495,265
2887,54495,277
2887,54495,287
2887,54495,292
2887,54495,295
2887,54495,297
2887,54495,298
2887,54495,305
2887,54495,320
2887,54495,342
2887,54495,348
2887,54495,586
2887,54521,49
2887,54521,81
2887,54521,82
2887,54521,88
2887,54521,89
2887,54521,92
2887,54521,167
2887,54521,170
2887,54521,199
2887,54521,201
2887,54521,218
2887,54521,221
2887,54521,222
2887,54521,231
2887,54521,234
2887,54521,243
2887,54521,246
2887,54521,248
2887,54521,254
2887,54521,262
2887,54521,266
2887,54521,270
2887,54521,272
2887,54521,282
2887,54521,293
2887,54521,297
2887,54521,298
2887,54521,300
2887,54521,309
2887,54521,310
2887,54521,342
2887,54521,393
2887,54521,408
2887,54521,500
2888,54529,147
2888,54529,166
2888,54529,203
2888,54529,279
2888,54529,305
2888,54529,322
2888,54529,383
2888,54529,394
2888,54529,450
2888,54529,464
2888,54529,466
2888,54529,496
2889,54530,31
2889,54530,46
2889,54530,77
2889,54530,85
2889,54530,208
2889,54530,215
2889,54530,225
2889,54530,240
2889,54530,264
2889,54530,307
2889,54530,341
2889,54530,360
2889,54530,405
2889,54530,459
2889,54530,475
2889,54530,527
2889,54530,533
2889,54530,567
2889,54530,582
2889,54530,623
2889,54530,638
2890,54495,87
2890,54495,195
2890,54495,261
2890,54495,350
2890,54495,354
2890,54495,450
2890,54495,465
2890,54495,505
2890,54495,531
2890,54495,546
2890,54495,572
2890,54495,603
2890,54495,619
2891,54507,90
2891,54507,626
2892,54552,9
2892,54552,29
2892,54552,128
2892,54552,149
2892,54552,150
2892,54552,167
2892,54552,173
2892,54552,194
2892,54552,196
2892,54552,292
2892,54552,341
2892,54552,348
2892,54552,349
2892,54552,355
2892,54552,435
2892,54552,499
2892,54552,514
2892,54552,551
2892,54552,568
2892,54552,574
2892,54552,584
2892,54552,599
2892,54552,602
2893,54523,4
2893,54523,339
2893,54552,52
2893,54552,67
2893,54552,75
2893,54552,81
2893,54552,90
2893,54552,129
2893,54552,131
2893,54552,227
2893,54552,229
2893,54552,325
2893,54552,340
2893,54552,369
2893,54552,423
2893,54552,438
2893,54552,457
2893,54552,478
2893,54552,494
2893,54552,500
2893,54552,517
2893,54552,535
2893,54552,606
2893,54552,613
2894,54539,6
2894,54539,154
2894,54539,211
2894,54539,224
2894,54539,250
2894,54539,291
2894,54539,337
2894,54539,413
2894,54539,429
2894,54539,582
2895,54567,67
2895,54567,68
2895,54567,72
2895,54567,87
2895,54567,89
2895,54567,102
2895,54567,122
2895,54567,158
2895,54567,174
2895,54567,175
2895,54567,178
2895,54567,216
2895,54567,246
2895,54567,259
2895,54567,301
2895,54567,305
2895,54567,330
2895,54567,339
2895,54567,360
2895,54567,382
2895,54567,403
2895,54567,459
2895,54567,482
2895,54567,569
2895,54567,622
2897,54585,8
2897,54585,9
2897,54585,21
2897,54585,34
2897,54585,55
2897,54585,95
2897,54585,104
2897,54585,112
2897,54585,130
2897,54585,138
2897,54585,183
2897,54585,230
2897,54585,260
2897,54585,264
2897,54585,329
2897,54585,339
2897,54585,372
2897,54585,445
2897,54585,488
2897,54585,492
2897,54585,518
2897,54585,521
2897,54585,536
2897,54585,561
2897,54585,581
2897,54585,588
2897,54585,609
2897,54585,626
2898,54567,32
2898,54567,93
2898,54567,124
2898,54567,152
2898,54567,224
2898,54567,263
2898,54567,288
2898,54567,360
2898,54567,468
2898,54567,476
2898,54567,512
2898,54567,540
2898,54567,554
2898,54567,632
2899,54568,121
2899,54568,139
2899,54568,203
2899,54568,302
2899,54568,332
2899,54568,357
2899,54568,367
2899,54568,386
2899,54568,392
2899,54568,414
2899,54568,423
2899,54568,430
2899,54568,449
2899,54568,606
2899,54568,617
2900,54569,100
2900,54569,138
2900,54569,144
2900,54569,153
2900,54569,171
2900,54569,189
2900,54569,204
2900,54569,257
2900,54569,264
2900,54569,280
2900,54569,294
2900,54569,370
2900,54569,390
2900,54569,412
2900,54569,424
2900,54569,464
2900,54569,496
2900,54569,543
2900,54569,559
2900,54569,600
2900,54569,612
2901,54652,35
2901,54652,95
2901,54652,104
2901,54652,307
2901,54652,314
2901,54652,336
2901,54652,358
2901,54652,456
2901,54652,555
2902,54629,9
2902,54629,17
2902,54629,35
2902,54629,48
2902,54629,86
2902,54629,91
2902,54629,154
2902,54629,172
2902,54629,178
2902,54629,208
2902,54629,248
2902,54629,256
2902,54629,271
2902,54629,272
2902,54629,290
2902,54629,309
2902,54629,320
2902,54629,351
2902,54629,358
2902,54629,362
2902,54629,368
2902,54629,372
2902,54629,373
2902,54629,376
2902,54629,386
2902,54629,432
2902,54629,454
2902,54629,487
2902,54629,504
2902,54629,511
2902,54629,512
2902,54629,539
2902,54629,541
2902,54629,564
2902,54629,578
2902,54629,593
2902,54629,634
2903,54581,3
2903,54581,15
2903,54581,40
2903,54581,43
2903,54581,46
2903,54581,65
2903,54581,77
2903,54581,79
2903,54581,85
2903,54581,125
2903,54581,137
2903,54581,158
2903,54581,178
2903,54581,197
2903,54581,220
2903,54581,226
2903,54581,250
2903,54581,256
2903,54581,273
2903,54581,295
2903,54581,304
2903,54581,305
2903,54581,334
2903,54581,351
2903,54581,353
2903,54581,366
2903,54581,389
2903,54581,390
2903,54581,404
2903,54581,425
2903,54581,446
2903,54581,449
2903,54581,472
2903,54581,477
2903,54581,499
2903,54581,505
2903,54581,533
2903,54581,540
2903,54581,545
2903,54581,546
2903,54581,559
2903,54581,567
2903,54581,582
2903,54581,589
2903,54581,598
2903,54581,603
2903,54581,615
2903,54581,622
2904,54574,8
2904,54574,41
2904,54574,43
2904,54574,66
2904,54574,101
2904,54574,110
2904,54574,112
2904,54574,119
2904,54574,126
2904,54574,134
2904,54574,139
2904,54574,191
2904,54574,192
2904,54574,204
2904,54574,206
2904,54574,213
2904,54574,230
2904,54574,245
2904,54574,248
2904,54574,268
2904,54574,292
2904,54574,390
2904,54574,408
2904,54574,416
2904,54574,496
2904,54574,511
2904,54574,526
2904,54574,536
2904,54574,560
2904,54574,591
2904,54574,631
2905,54580,37
2905,54580,40
2905,54580,95
2905,54580,99
2905,54580,114
2905,54580,167
2905,54580,176
2905,54580,189
2905,54580,212
2905,54580,250
2905,54580,361
2905,54580,370
2905,54580,379
2905,54580,386
2905,54580,387
2905,54580,396
2905,54580,399
2905,54580,412
2905,54580,413
2905,54580,454
2905,54580,455
2905,54580,473
2905,54580,487
2905,54580,493
2905,54580,550
2905,54580,561
2905,54580,567
2905,54580,572
2905,54580,578
2905,54580,589
2905,54580,597
2905,54580,608
2906,54577,39
2906,54577,55
2906,54577,65
2906,54577,72
2906,54577,146
2906,54577,186
2906,54577,191
2906,54577,193
2906,54577,222
2906,54577,271
2906,54577,290
2906,54577,307
2906,54577,325
2906,54577,326
2906,54577,368
2906,54577,384
2906,54577,395
2906,54577,410
2906,54577,446
2906,54577,468
2906,54577,489
2906,54577,504
2906,54577,527
2907,54580,22
2907,54580,57
2907,54580,79
2907,54580,126
2907,54580,132
2907,54580,140
2907,54580,143
2907,54580,162
2907,54580,197
2907,54580,240
2907,54580,262
2907,54580,278
2907,54580,346
2907,54580,371
2907,54580,380
2907,54580,421
2907,54580,425
2907,54580,427
2907,54580,480
2907,54580,526
2907,54580,541
2907,54580,554
2907,54580,555
2907,54580,557
2907,54580,579
2907,54580,612
2908,54611,9
2908,54611,25
2908,54611,76
2908,54611,78
2908,54611,79
2908,54611,109
2908,54611,112
2908,54611,140
2908,54611,171
2908,54611,210
2908,54611,226
2908,54611,245
2908,54611,277
2908,54611,281
2908,54611,285
2908,54611,335
2908,54611,336
2908,54611,343
2908,54611,389
2908,54611,407
2908,54611,416
2908,54611,417
2908,54611,420
2908,54611,435
2908,54611,436
2908,54611,446
2908,54611,456
2908,54611,463
2908,54611,470
2908,54611,527
2908,54611,540
2908,54611,549
2908,54611,578
2908,54611,603
2908,54611,629
2908,54611,635
2908,54611,639
2909,54653,18
2909,54653,45
2909,54653,57
2909,54653,62
2909,54653,97
2909,54653,125
2909,54653,129
2909,54653,163
2909,54653,168
2909,54653,179
2909,54653,184
2909,54653,189
2909,54653,191
2909,54653,196
2909,54653,197
2909,54653,210
2909,54653,219
2909,54653,250
2909,54653,261
2909,54653,264
2909,54653,266
2909,54653,282
2909,54653,296
2909,54653,322
2909,54653,349
2909,54653,350
2909,54653,382
2909,54653,388
2909,54653,389
2909,54653,392
2909,54653,397
2909,54653,416
2909,54653,422
2909,54653,439
2909,54653,443
2909,54653,452
2909,54653,455
2909,54653,461
2909,54653,498
2909,54653,501
2909,54653,541
2909,54653,559
2909,54653,567
2909,54653,583
2909,54653,590
2909,54653,603
2909,54653,607
2909,54653,623
2910,54630,8
2910,54630,13
2910,54630,38
2910,54630,118
2910,54630,125
2910,54630,140
2910,54630,157
2910,54630,167
2910,54630,196
2910,54630,199
2910,54630,202
2910,54630,238
2910,54630,287
2910,54630,298
2910,54630,300
2910,54630,333
2910,54630,414
2910,54630,417
2910,54630,477
2910,54630,483
2910,54630,489
2910,54630,490
2910,54630,512
2910,54630,536
2910,54630,544
2910,54630,552
2910,54630,575
2910,54630,577
2910,54630,584
2910,54630,606
2910,54630,611
2911,54631,4
2911,54631,20
2911,54631,68
2911,54631,72
2911,54631,97
2911,54631,99
2911,54631,112
2911,54631,146
2911,54631,165
2911,54631,167
2911,54631,185
2911,54631,212
2911,54631,216
2911,54631,217
2911,54631,219
2911,54631,230
2911,54631,240
2911,54631,249
2911,54631,283
2911,54631,286
2911,54631,293
2911,54631,304
2911,54631,315
2911,54631,373
2911,54631,466
2911,54631,509
2911,54631,540
2911,54631,610
2912,54499,25
2912,54499,160
2912,54499,165
2912,54499,416
2913,54526,21
2913,54526,31
2913,54526,61
2913,54526,63
2913,54526,65
2913,54526,72
2913,54526,76
2913,54526,94
2913,54526,110
2913,54526,119
2913,54526,137
2913,54526,205
2913,54526,215
2913,54526,219
2913,54526,220
2913,54526,244
2913,54526,256
2913,54526,269
2913,54526,341
2913,54526,346
2913,54526,354
2913,54526,364
2913,54526,382
2913,54526,393
2913,54526,421
2913,54526,426
2913,54526,497
2913,54526,531
2913,54526,591
2913,54526,599
2913,54526,610
2913,54526,618
2913,54526,620
2913,54526,633
2913,54526,634
2914,54533,3
2914,54533,111
2914,54533,146
2914,54533,153
2914,54533,171
2914,54533,190
2914,54533,221
2914,54533,234
2914,54533,239
2914,54533,293
2914,54533,297
2914,54533,301
2914,54533,304
2914,54533,335
2914,54533,347
2914,54533,355
2914,54533,359
2914,54533,378
2914,54533,383
2914,54533,414
2914,54533,415
2914,54533,453
2914,54533,458
2914,54533,471
2914,54533,472
2914,54533,481
2914,54533,509
2914,54533,515
2914,54533,528
2914,54533,532
2914,54533,542
2914,54533,569
2914,54533,604
2914,54533,633
2915,54497,18
2915,54497,38
2915,54497,78
2915,54497,109
2915,54497,127
2915,54497,181
2915,54497,184
2915,54497,188
2915,54497,224
2915,54497,226
2915,54497,233
2915,54497,243
2915,54497,268
2915,54497,270
2915,54497,274
2915,54497,310
2915,54497,334
2915,54497,357
2915,54497,373
2915,54497,433
2915,54497,450
2915,54497,507
2915,54497,512
2915,54497,544
2915,54497,549
2915,54497,554
2915,54497,610
2915,54497,617
2916,54507,49
2916,54507,88
2916,54507,96
2916,54507,105
2916,54507,123
2916,54507,176
2916,54507,201
2916,54507,216
2916,54507,290
2916,54507,304
2916,54507,317
2916,54507,340
2916,54507,350
2916,54507,352
2916,54507,389
2916,54507,408
2916,54507,435
2916,54507,474
2916,54507,499
2916,54507,514
2916,54507,515
2916,54507,530
2916,54507,547
2916,54507,562
2916,54507,617
2917,54556,16
2917,54556,35
2917,54556,54
2917,54556,60
2917,54556,79
2917,54556,89
2917,54556,107
2917,54556,109
2917,54556,121
2917,54556,122
2917,54556,123
2917,54556,271
2917,54556,276
2917,54556,279
2917,54556,312
2917,54556,324
2917,54556,355
2917,54556,388
2917,54556,440
2917,54556,467
2917,54556,489
2917,54556,514
2917,54556,529
2917,54556,554
2917,54556,618
2917,54556,622
2918,54554,52
2918,54554,70
2918,54554,83
2918,54554,113
2918,54554,149
2918,54554,150
2918,54554,199
2918,54554,233
2918,54554,257
2918,54554,296
2918,54554,327
2918,54554,337
2918,54554,344
2918,54554,345
2918,54554,377
2918,54554,387
2918,54554,412
2918,54554,469
2918,54554,474
2918,54554,519
2918,54554,573
2918,54554,583
2918,54554,624
2919,54537,9
2919,54537,28
2919,54537,31
2919,54537,79
2919,54537,142
2919,54537,151
2919,54537,186
2919,54537,189
2919,54537,229
2919,54537,230
2919,54537,236
2919,54537,299
2919,54537,322
2919,54537,338
2919,54537,359
2919,54537,400
2919,54537,416
2919,54537,419
2919,54537,475
2919,54537,482
2919,54537,508
2919,54537,572
2919,54537,573
2919,54537,584
2919,54537,591
2919,54537,604
2919,54537,610
2920,54562,12
2920,54562,16
2920,54562,40
2920,54562,43
2920,54562,58
2920,54562,64
2920,54562,73
2920,54562,74
2920,54562,76
2920,54562,81
2920,54562,103
2920,54562,110
2920,54562,124
2920,54562,133
2920,54562,134
2920,54562,189
2920,54562,192
2920,54562,214
2920,54562,223
2920,54562,257
2920,54562,276
2920,54562,325
2920,54562,351
2920,54562,408
2920,54562,411
2920,54562,424
2920,54562,447
2920,54562,453
2920,54562,483
2920,54562,498
2920,54562,505
2920,54562,548
2920,54562,554
2920,54562,557
2920,54562,579
2920,54562,597
2920,54562,613
2922,54612,5
2922,54612,28
2922,54612,35
2922,54612,38
2922,54612,71
2922,54612,155
2922,54612,171
2922,54612,207
2922,54612,312
2922,54612,336
2922,54612,349
2922,54612,392
2922,54612,413
2922,54612,465
2922,54612,500
2922,54612,509
2922,54612,539
2922,54612,607
2922,54612,626
2923,54563,29
2923,54563,51
2923,54563,53
2923,54563,56
2923,54563,90
2923,54563,111
2923,54563,122
2923,54563,176
2923,54563,180
2923,54563,201
2923,54563,204
2923,54563,211
2923,54563,222
2923,54563,287
2923,54563,347
2923,54563,358
2923,54563,415
2923,54563,420
2923,54563,422
2923,54563,425
2923,54563,516
2923,54563,517
2923,54563,561
2924,54582,19
2924,54582,44
2924,54582,53
2924,54582,64
2924,54582,67
2924,54582,85
2924,54582,93
2924,54582,95
2924,54582,103
2924,54582,148
2924,54582,156
2924,54582,162
2924,54582,164
2924,54582,184
2924,54582,190
2924,54582,194
2924,54582,199
2924,54582,204
2924,54582,228
2924,54582,249
2924,54582,299
2924,54582,300
2924,54582,349
2924,54582,385
2924,54582,386
2924,54582,407
2924,54582,430
2924,54582,432
2924,54582,433
2924,54582,438
2924,54582,443
2924,54582,552
2924,54582,607
2924,54582,616
2924,54582,636
2925,54584,25
2925,54584,50
2925,54584,53
2925,54584,119
2925,54584,121
2925,54584,134
2925,54584,139
2925,54584,161
2925,54584,215
2925,54584,234
2925,54584,244
2925,54584,257
2925,54584,265
2925,54584,268
2925,54584,275
2925,54584,281
2925,54584,288
2925,54584,292
2925,54584,294
2925,54584,345
2925,54584,348
2925,54584,470
2925,54584,477
2925,54584,481
2925,54584,483
2925,54584,490
2925,54584,498
2925,54584,511
2925,54584,530
2925,54584,572
2925,54584,597
2925,54584,632
2925,54584,638
2926,54625,8
2926,54625,49
2926,54625,106
2926,54625,114
2926,54625,145
2926,54625,162
2926,54625,180
2926,54625,182
2926,54625,207
2926,54625,231
2926,54625,234
2926,54625,246
2926,54625,274
2926,54625,290
2926,54625,292
2926,54625,317
2926,54625,341
2926,54625,387
2926,54625,394
2926,54625,395
2926,54625,409
2926,54625,417
2926,54625,447
2926,54625,460
2926,54625,462
2926,54625,466
2926,54625,473
2926,54625,483
2926,54625,497
2926,54625,510
2926,54625,515
2926,54625,516
2926,54625,524
2926,54625,554
2926,54625,557
2926,54625,564
2926,54625,567
2926,54625,604
2927,54621,43
2927,54621,49
2927,54621,58
2927,54621,92
2927,54621,100
2927,54621,116
2927,54621,118
2927,54621,121
2927,54621,138
2927,54621,146
2927,54621,148
2927,54621,156
2927,54621,167
2927,54621,170
2927,54621,173
2927,54621,213
2927,54621,215
2927,54621,217
2927,54621,269
2927,54621,285
2927,54621,310
2927,54621,332
2927,54621,344
2927,54621,352
2927,54621,359
2927,54621,391
2927,54621,416
2927,54621,473
2927,54621,489
2927,54621,493
2927,54621,494
2927,54621,517
2927,54621,584
2927,54621,590
2927,54621,632
2927,54621,636
2928,54614,37
2928,54614,48
2928,54614,71
2928,54614,100
2928,54614,120
2928,54614,126
2928,54614,141
2928,54614,150
2928,54614,168
2928,54614,218
2928,54614,219
2928,54614,237
2928,54614,249
2928,54614,257
2928,54614,287
2928,54614,338
2928,54614,348
2928,54614,355
2928,54614,360
2928,54614,372
2928,54614,391
2928,54614,395
2928,54614,404
2928,54614,412
2928,54614,429
2928,54614,465
2928,54614,494
2928,54614,528
2928,54614,561
