plate,mjd,fiber
266,51602,314
266,51630,15
266,51630,26
266,51630,31
266,51630,37
266,51630,233
266,51630,570
266,51630,629
267,51608,99
267,51608,419
267,51608,605
268,51633,70
268,51633,129
268,51633,503
270,51909,8
270,51909,29
270,51909,468
271,51883,181
271,51883,449
271,51883,557
271,51883,599
272,51941,289
272,51941,307
272,51941,461
272,51941,518
273,51957,165
273,51957,337
273,51957,366
273,51957,391
273,51957,574
273,51957,615
274,51913,222
274,51913,265
274,51913,303
274,51913,364
274,51913,536
275,51910,174
275,51910,353
276,51909,44
276,51909,73
276,51909,97
276,51909,158
276,51909,171
276,51909,262
276,51909,593
277,51908,25
277,51908,66
277,51908,98
277,51908,304
277,51908,306
277,51908,311
277,51908,414
277,51908,513
277,51908,533
277,51908,596
278,51900,367
278,51900,523
278,51900,593
279,51984,308
279,51984,321
281,51614,162
281,51614,247
281,51614,307
281,51614,470
281,51614,476
282,51630,88
282,51630,102
282,51630,166
282,51630,323
282,51630,561
282,51658,272
282,51658,304
282,51658,345
282,51658,537
282,51658,613
283,51584,349
283,51584,504
283,51959,117
283,51959,142
283,51959,145
283,51959,185
283,51959,194
283,51959,200
283,51959,314
283,51959,353
283,51959,436
283,51959,551
283,51959,562
283,51959,603
283,51959,614
283,51959,632
284,51943,233
284,51943,378
284,51943,440
284,51943,469
284,51943,517
284,51943,533
285,51930,392
286,51999,169
287,52023,232
287,52023,240
287,52023,242
287,52023,253
287,52023,269
287,52023,455
287,52023,535
288,52000,189
288,52000,276
288,52000,390
288,52000,412
288,52000,446
289,51990,52
289,51990,62
289,51990,106
289,51990,109
289,51990,204
289,51990,401
290,51941,24
290,51941,232
290,51941,268
291,51928,307
292,51609,52
292,51609,97
292,51609,136
292,51609,269
292,51609,367
292,51609,592
293,51689,10
293,51689,31
293,51689,97
293,51689,153
293,51689,211
293,51689,421
293,51689,451
293,51689,482
293,51689,508
293,51689,530
293,51689,553
293,51689,571
293,51689,572
293,51689,575
293,51689,581
293,51689,603
293,51689,616
293,51994,190
293,51994,271
293,51994,305
293,51994,325
293,51994,355
293,51994,395
293,51994,436
294,51986,160
294,51986,270
294,51986,331
294,51986,458
294,51986,513
295,51585,435
295,51585,632
297,51959,4
297,51959,360
297,51959,546
298,51662,566
298,51662,576
298,51955,24
298,51955,34
298,51955,318
298,51955,335
298,51955,394
298,51955,464
298,51955,488
298,51955,492
298,51955,520
298,51955,551
298,51955,576
298,51955,580
298,51955,608
298,51955,616
299,51671,22
299,51671,137
299,51671,194
299,51671,221
299,51671,231
299,51671,314
299,51671,323
299,51671,326
299,51671,357
299,51671,359
299,51671,375
299,51671,385
299,51671,410
299,51671,471
299,51671,476
299,51671,531
299,51671,615
300,51666,288
300,51943,30
300,51943,42
300,51943,131
300,51943,148
300,51943,282
300,51943,354
300,51943,483
300,51943,524
300,51943,606
301,51942,45
301,51942,100
301,51942,101
301,51942,151
301,51942,231
301,51942,254
301,51942,308
301,51942,324
301,51942,330
301,51942,367
301,51942,409
301,51942,445
301,51942,488
301,51942,528
301,51942,563
302,51616,516
302,51688,338
302,51688,349
302,51688,411
302,51688,479
302,51688,490
302,51688,520
303,51615,228
303,51615,588
304,51609,42
304,51609,73
304,51609,180
304,51609,345
304,51609,398
304,51609,466
304,51957,175
304,51957,239
304,51957,386
304,51957,393
304,51957,533
304,51957,551
305,51613,134
305,51613,197
305,51613,210
305,51613,275
305,51613,354
305,51613,462
305,51613,512
305,51613,514
306,51637,196
306,51637,367
306,51690,20
306,51690,164
306,51690,391
306,51690,400
306,51690,495
306,51690,549
307,51663,129
307,51663,158
307,51663,218
307,51663,253
307,51663,336
307,51663,366
307,51663,429
307,51663,480
307,51663,547
307,51663,556
308,51662,28
308,51662,145
308,51662,345
308,51662,353
308,51662,357
308,51662,434
308,51662,475
308,51662,506
308,51662,568
309,51994,235
309,51994,336
309,51994,375
309,51994,457
309,51994,529
309,51994,541
310,51616,180
310,51990,49
310,51990,133
310,51990,203
310,51990,213
310,51990,318
310,51990,349
310,51990,377
310,51990,414
310,51990,451
311,51665,304
311,51665,312
311,51665,461
312,51689,46
312,51689,56
312,51689,81
312,51689,84
312,51689,93
312,51689,371
312,51689,586
313,51673,64
313,51673,277
313,51673,355
313,51673,396
313,51673,421
313,51673,528
313,51673,543
313,51673,564
315,51663,40
315,51663,60
315,51663,62
315,51663,77
315,51663,177
315,51663,422
315,51663,511
323,51615,45
323,51615,156
323,51615,275
323,51615,389
323,51615,437
323,51615,508
323,51615,520
323,51615,547
323,51615,572
323,51615,602
324,51616,246
324,51616,456
326,52375,10
326,52375,24
326,52375,47
326,52375,59
326,52375,77
326,52375,89
326,52375,110
326,52375,116
326,52375,165
326,52375,229
326,52375,234
326,52375,266
326,52375,337
327,52294,131
327,52294,183
327,52294,299
327,52294,477
327,52294,535
327,52294,579
328,52282,68
328,52282,226
328,52282,348
329,52056,201
329,52056,578
330,52370,67
330,52370,140
330,52370,195
330,52370,231
330,52370,369
330,52370,430
330,52370,455
331,52368,21
331,52368,199
331,52368,206
331,52368,245
331,52368,305
331,52368,325
331,52368,489
332,52367,60
332,52367,107
332,52367,111
332,52367,184
332,52367,192
332,52367,193
332,52367,306
332,52367,430
332,52367,564
332,52367,626
333,52313,59
333,52313,73
333,52313,77
333,52313,168
333,52313,199
333,52313,580
334,51993,260
334,51993,363
334,51993,491
334,51993,563
334,51993,569
334,51993,624
335,52000,85
335,52000,129
335,52000,189
335,52000,247
335,52000,264
335,52000,272
335,52000,361
335,52000,398
335,52000,489
335,52000,497
336,51999,10
336,51999,538
337,51997,51
337,51997,153
337,51997,175
337,51997,178
338,51694,177
338,51694,292
338,51694,533
339,51692,9
339,51692,51
339,51692,115
339,51692,181
339,51692,214
339,51692,254
339,51692,327
339,51692,331
339,51692,373
339,51692,555
339,51692,629
340,51691,117
340,51990,114
340,51990,205
340,51990,216
340,51990,299
340,51990,319
340,51990,356
340,51990,404
340,51990,581
340,51990,618
341,51690,144
341,51690,266
341,51690,300
341,51690,342
342,51691,8
342,51691,20
342,51691,22
342,51691,29
342,51691,96
342,51691,155
342,51691,190
342,51691,211
342,51691,254
342,51691,278
342,51691,322
342,51691,330
342,51691,345
342,51691,356
342,51691,410
342,51691,419
342,51691,469
342,51691,509
342,51691,520
342,51691,532
342,51691,575
342,51691,587
342,51691,639
342,51691,640
343,51692,78
343,51692,191
343,51692,198
343,51692,303
343,51692,369
343,51692,391
343,51692,402
343,51692,463
343,51692,476
344,51693,111
344,51693,187
344,51693,302
344,51693,315
344,51693,323
344,51693,463
344,51693,523
344,51693,537
344,51693,562
344,51693,563
345,51690,138
345,51690,197
345,51690,198
345,51690,267
345,51690,301
345,51690,446
345,51690,463
345,51690,532
345,51690,611
345,51690,630
346,51693,33
346,51693,82
346,51693,89
346,51693,99
346,51693,109
346,51693,112
346,51693,207
346,51693,246
346,51693,263
346,51693,368
346,51693,417
346,51693,576
346,51693,630
346,51693,633
348,51671,3
348,51671,103
348,51671,144
348,51671,156
348,51671,166
348,51671,284
348,51671,310
348,51671,398
348,51671,419
348,51671,444
348,51671,492
348,51671,494
348,51671,502
348,51671,519
348,51671,527
348,51671,572
348,51671,579
348,51671,580
348,51696,316
348,51696,358
349,51699,30
349,51699,57
349,51699,97
349,51699,208
349,51699,265
349,51699,330
349,51699,351
349,51699,520
349,51699,530
349,51699,552
349,51699,564
350,51691,63
350,51691,239
350,51691,304
350,51691,362
350,51691,367
350,51691,518
351,51695,17
351,51695,195
351,51695,372
351,51695,434
351,51695,505
351,51695,636
351,51780,3
351,51780,20
351,51780,30
351,51780,385
351,51780,580
352,51694,26
352,51694,59
352,51694,143
352,51694,519
352,51789,33
352,51789,51
352,51789,87
352,51789,247
352,51789,462
352,51789,594
353,51703,7
353,51703,164
353,51703,233
353,51703,391
354,51792,41
354,51792,153
354,51792,229
354,51792,233
354,51792,264
354,51792,318
354,51792,330
354,51792,358
354,51792,464
354,51792,565
354,51792,595
354,51792,603
355,51788,135
355,51788,203
355,51788,217
355,51788,254
355,51788,548
355,51788,608
356,51779,35
356,51779,54
358,51818,46
358,51818,104
358,51818,239
358,51818,296
358,51818,346
358,51818,379
358,51818,447
358,51818,459
358,51818,556
358,51818,599
358,51818,640
359,51821,55
359,51821,178
359,51821,194
359,51821,197
359,51821,233
359,51821,279
359,51821,347
359,51821,352
359,51821,415
359,51821,440
359,51821,460
359,51821,491
359,51821,516
359,51821,549
362,51999,162
362,51999,166
362,51999,173
362,51999,220
362,51999,264
362,51999,368
362,51999,447
362,51999,508
362,51999,544
363,51989,5
363,51989,312
363,51989,350
363,51989,351
363,51989,364
363,51989,590
364,52000,3
364,52000,54
364,52000,143
364,52000,258
364,52000,300
364,52000,312
364,52000,393
364,52000,442
364,52000,467
364,52000,517
364,52000,554
364,52000,611
364,52000,638
366,52017,65
366,52017,139
366,52017,151
366,52017,152
366,52017,196
366,52017,264
366,52017,342
366,52017,353
366,52017,359
366,52017,511
366,52017,547
366,52017,591
367,51997,118
367,51997,129
367,51997,212
367,51997,251
367,51997,304
367,51997,327
367,51997,350
367,51997,402
367,51997,416
367,51997,448
367,51997,461
367,51997,491
367,51997,501
367,51997,512
371,52078,55
371,52078,179
371,52078,469
371,52078,610
372,52173,50
372,52173,123
372,52173,251
372,52173,291
372,52173,433
372,52173,496
372,52173,626
373,51788,55
373,51788,86
373,51788,152
373,51788,243
373,51788,400
374,51791,12
374,51791,178
374,51791,180
374,51791,485
374,51791,537
374,51791,540
374,51791,583
375,52140,85
375,52140,142
375,52140,264
375,52140,472
375,52140,500
375,52140,583
375,52140,614
375,52140,618
375,52140,631
376,52143,112
376,52143,565
376,52143,631
377,52145,540
378,52146,93
378,52146,166
378,52146,352
379,51789,21
380,51792,164
380,51792,247
380,51792,267
380,51792,348
380,51792,460
380,51792,571
380,51792,575
381,51811,103
381,51811,306
381,51811,420
381,51811,575
381,51811,576
381,51811,606
381,51811,629
382,51816,3
382,51816,128
382,51816,218
382,51816,332
382,51816,334
382,51816,438
382,51816,501
382,51816,536
383,51818,37
383,51818,84
383,51818,111
383,51818,208
383,51818,372
383,51818,421
383,51818,585
383,51818,614
384,51821,8
384,51821,35
384,51821,136
384,51821,271
384,51821,599
385,51877,124
385,51877,126
385,51877,209
385,51877,333
385,51877,481
385,51877,624
386,51788,297
386,51788,495
387,51791,5
388,51793,1
388,51793,74
388,51793,273
389,51795,41
389,51795,431
389,51795,493
390,51900,101
390,51900,115
390,51900,323
390,51900,424
390,51900,455
390,51900,519
390,51900,547
391,51782,13
391,51782,24
391,51782,246
394,51812,470
394,51913,153
394,51913,227
394,51913,246
394,51913,451
396,51816,68
396,51816,370
398,51789,218
399,51817,99
400,51820,60
400,51820,321
401,51788,329
403,51871,268
403,51871,423
404,51812,35
405,51816,31
405,51816,389
406,51817,32
406,51869,18
406,51869,235
406,51869,251
406,51869,385
406,51869,481
406,51869,558
407,51820,240
407,51820,420
407,51820,592
408,51821,145
408,51821,148
408,51821,461
409,51871,17
409,51871,390
410,51816,104
410,51816,218
410,51816,501
410,51877,65
410,51877,74
410,51877,349
410,51877,438
412,51931,614
413,51929,20
413,51929,74
413,51929,471
413,51929,494
414,51901,145
414,51901,205
414,51901,320
414,51901,351
414,51901,454
414,51901,455
414,51901,497
415,51810,595
415,51879,54
415,51879,212
415,51879,485
416,51811,15
416,51811,111
416,51811,114
416,51811,146
416,51811,170
416,51811,420
416,51885,46
416,51885,111
417,51821,231
417,51821,308
418,51817,223
418,51817,386
418,51817,400
418,51817,469
418,51817,561
418,51884,399
418,51884,490
418,51884,574
419,51812,162
419,51868,20
419,51868,124
419,51868,165
419,51879,98
419,51879,114
419,51879,147
419,51879,180
419,51879,318
419,51879,443
420,51871,60
420,51871,137
420,51871,388
420,51871,453
420,51871,591
421,51821,38
421,51821,463
422,51811,64
422,51811,74
422,51811,412
422,51811,543
423,51821,242
424,51893,330
424,51893,618
425,51884,85
425,51884,500
425,51884,589
425,51898,98
425,51898,267
425,51898,318
426,51882,342
426,51882,482
427,51900,27
427,51900,42
427,51900,133
427,51900,153
427,51900,222
427,51900,297
427,51900,324
427,51900,462
427,51900,512
427,51900,553
427,51900,564
427,51900,635
428,51883,51
428,51883,138
428,51883,231
428,51883,246
428,51883,354
428,51883,355
428,51883,364
428,51883,480
428,51883,621
429,51820,296
429,51820,311
430,51877,13
430,51877,112
430,51877,243
430,51877,430
430,51877,461
430,51877,558
431,51877,92
431,51877,230
431,51877,233
431,51877,316
431,51877,472
431,51877,493
431,51877,544
431,51877,571
431,51877,601
432,51884,27
432,51884,36
432,51884,493
432,51884,599
433,51873,13
433,51873,122
433,51873,130
433,51873,137
433,51873,534
433,51873,547
433,51873,580
434,51885,17
434,51885,194
434,51885,306
434,51885,309
434,51885,323
434,51885,443
434,51885,444
434,51885,548
435,51882,20
435,51882,24
435,51882,68
435,51882,135
435,51882,407
435,51882,602
436,51883,358
436,51883,583
436,51883,614
436,51883,616
437,51869,122
437,51869,369
437,51869,378
437,51876,11
437,51876,103
437,51876,124
437,51876,192
437,51876,241
437,51876,353
437,51876,524
437,51876,583
437,51876,586
437,51876,626
438,51884,63
438,51884,125
438,51884,172
438,51884,391
438,51884,471
438,51884,585
439,51877,32
439,51877,81
439,51877,270
439,51877,351
439,51877,405
439,51877,582
439,51877,611
439,51877,624
440,51885,275
440,51885,422
440,51885,567
441,51868,20
441,51868,204
441,51868,261
441,51868,280
441,51868,556
442,51882,334
442,51882,494
443,51873,360
443,51873,560
444,51883,435
444,51883,533
444,51883,619
445,51873,89
445,51873,265
445,51873,484
445,51873,639
446,51899,27
446,51899,124
446,51899,176
446,51899,187
446,51899,239
446,51899,245
446,51899,286
446,51899,466
447,51877,499
449,51900,283
449,51900,311
449,51900,491
450,51908,598
451,51908,225
451,51908,241
451,51908,388
451,51908,403
451,51908,490
452,51911,32
452,51911,280
452,51911,290
452,51911,351
453,51915,72
453,51915,73
453,51915,124
453,51915,199
453,51915,325
453,51915,370
454,51908,181
454,51908,298
454,51908,512
454,51908,534
454,51908,549
454,51908,592
454,51908,625
455,51909,10
455,51909,212
455,51909,421
455,51909,461
455,51909,474
455,51909,555
456,51910,72
456,51910,117
456,51910,155
456,51910,221
456,51910,318
456,51910,358
456,51910,372
456,51910,419
456,51910,495
456,51910,548
456,51910,640
457,51901,46
457,51901,81
457,51901,97
457,51901,153
457,51901,483
457,51901,509
457,51901,522
458,51929,9
458,51929,120
458,51929,150
458,51929,177
458,51929,188
458,51929,477
458,51929,560
458,51929,562
458,51929,578
458,51929,627
459,51924,2
459,51924,45
459,51924,95
459,51924,189
459,51924,200
459,51924,239
459,51924,399
459,51924,456
459,51924,459
459,51924,467
459,51924,536
459,51924,559
459,51924,569
459,51924,596
460,51924,23
460,51924,81
460,51924,96
460,51924,184
460,51924,192
460,51924,236
460,51924,267
460,51924,320
460,51924,372
460,51924,379
460,51924,384
460,51924,414
460,51924,525
460,51924,583
460,51924,627
460,51924,629
461,51910,14
461,51910,65
461,51910,148
461,51910,158
461,51910,304
461,51910,360
461,51910,592
462,51909,26
462,51909,27
462,51909,117
462,51909,128
462,51909,291
462,51909,569
462,51909,572
463,51908,302
464,51908,198
464,51908,278
464,51908,363
464,51908,588
465,51910,17
465,51910,85
465,51910,96
465,51910,226
465,51910,252
465,51910,362
465,51910,365
465,51910,432
465,51910,482
465,51910,518
465,51910,534
467,51901,18
467,51901,97
467,51901,121
467,51901,208
467,51901,334
467,51901,484
467,51901,594
468,51912,132
468,51912,144
468,51912,209
468,51912,220
468,51912,409
468,51912,451
469,51913,12
469,51913,21
469,51913,54
469,51913,57
469,51913,108
469,51913,119
469,51913,124
469,51913,131
469,51913,152
469,51913,470
469,51913,493
469,51913,511
469,51913,540
469,51913,567
470,51929,42
470,51929,76
470,51929,81
470,51929,183
470,51929,286
470,51929,287
470,51929,493
470,51929,524
470,51929,529
470,51929,608
471,51924,76
471,51924,149
471,51924,196
471,51924,221
471,51924,369
471,51924,391
471,51924,401
471,51924,586
472,51955,160
472,51955,287
472,51955,288
472,51955,394
472,51955,404
472,51955,483
473,51929,19
473,51929,74
473,51929,75
473,51929,76
473,51929,77
473,51929,98
473,51929,152
473,51929,228
473,51929,406
473,51929,420
473,51929,428
473,51929,513
473,51929,627
474,52000,84
474,52000,367
474,52000,388
474,52000,448
475,51965,3
475,51965,66
475,51965,74
475,51965,315
475,51965,465
475,51965,602
476,52027,402
476,52314,306
476,52314,309
476,52314,364
476,52314,610
477,52026,29
477,52026,32
477,52026,85
477,52026,107
477,52026,132
477,52026,147
477,52026,174
477,52026,466
477,52026,493
477,52026,524
480,51989,6
480,51989,9
480,51989,45
480,51989,50
480,51989,82
480,51989,88
480,51989,108
480,51989,127
480,51989,140
480,51989,160
480,51989,251
480,51989,462
480,51989,555
480,51989,558
480,51989,566
481,51908,65
481,51908,147
481,51908,199
481,51908,218
481,51908,269
481,51908,353
481,51908,506
481,51908,520
481,51908,632
483,51902,42
483,51902,155
483,51902,226
483,51902,297
483,51902,320
483,51902,332
483,51902,375
483,51902,434
483,51902,451
483,51902,471
483,51902,494
483,51902,584
483,51924,126
483,51924,332
483,51924,600
483,51942,41
484,51907,75
484,51907,389
484,51907,536
485,51909,38
485,51909,335
485,51909,355
485,51909,417
485,51909,636
486,51910,15
486,51910,101
486,51910,173
486,51910,219
486,51910,291
487,51943,17
487,51943,36
487,51943,78
487,51943,241
487,51943,333
487,51943,350
487,51943,366
487,51943,394
487,51943,395
487,51943,408
488,51914,45
488,51914,80
488,51914,204
488,51914,335
488,51914,393
488,51914,429
489,51930,19
489,51930,109
489,51930,116
489,51930,154
489,51930,234
489,51930,251
489,51930,273
489,51930,303
489,51930,393
489,51930,417
489,51930,494
489,51930,535
489,51930,538
490,51929,2
490,51929,60
490,51929,157
490,51929,205
490,51929,210
490,51929,321
490,51929,352
491,51942,149
491,51942,308
491,51942,314
491,51942,316
492,51955,454
492,51955,523
492,51955,529
492,51955,582
493,51957,27
493,51957,39
493,51957,104
493,51957,336
493,51957,444
493,51957,544
494,51915,33
494,51915,484
494,51915,535
495,51988,136
495,51988,148
495,51988,186
495,51988,309
495,51988,617
496,51973,83
496,51973,608
496,51988,83
496,51988,403
497,51989,41
497,51989,124
497,51989,148
497,51989,191
497,51989,361
497,51989,443
498,51984,206
498,51984,234
498,51984,245
498,51984,295
498,51984,300
499,51988,205
499,51988,467
499,51988,520
500,51994,161
500,51994,163
500,51994,558
500,51994,564
500,51994,580
500,51994,595
501,52235,15
501,52235,77
501,52235,100
501,52235,101
501,52235,107
501,52235,173
501,52235,175
501,52235,191
501,52235,393
501,52235,395
501,52235,514
501,52235,582
501,52235,620
502,51957,4
502,51957,26
502,51957,39
502,51957,78
502,51957,95
502,51957,216
502,51957,270
502,51957,325
502,51957,346
502,51957,362
502,51957,382
502,51957,492
502,51957,494
502,51957,495
502,51957,522
502,51957,593
503,51999,3
503,51999,201
503,51999,216
503,51999,238
503,51999,275
503,51999,329
503,51999,434
503,51999,541
504,52316,11
504,52316,18
504,52316,193
504,52316,235
504,52316,289
504,52316,336
504,52316,356
504,52316,403
504,52316,425
504,52316,448
504,52316,559
505,52317,117
505,52317,289
505,52317,293
505,52317,304
505,52317,434
506,52022,542
506,52022,558
507,52353,113
507,52353,131
507,52353,217
507,52353,338
507,52353,346
507,52353,436
507,52353,474
507,52353,541
507,52353,545
507,52353,570
507,52353,628
508,52366,634
509,52374,128
509,52374,293
510,52381,136
510,52381,184
510,52381,373
510,52381,381
510,52381,501
511,52636,252
511,52636,355
511,52636,361
512,51992,95
512,51992,312
512,51992,384
512,51992,398
512,51992,441
513,51989,273
513,51989,415
513,51989,562
514,51994,132
514,51994,247
514,51994,361
514,51994,377
514,51994,584
515,52051,89
515,52051,121
515,52051,126
515,52051,226
515,52051,391
515,52051,487
515,52051,615
516,52017,50
516,52017,130
516,52017,204
516,52017,313
516,52017,393
517,52024,332
517,52024,610
518,52282,102
518,52282,144
518,52282,156
518,52282,285
518,52282,317
518,52282,422
518,52282,625
519,52283,49
519,52283,61
519,52283,230
519,52283,268
519,52283,307
519,52283,354
520,52288,32
520,52288,233
520,52288,314
520,52288,365
521,52326,20
522,52024,117
522,52024,142
522,52024,234
522,52024,365
522,52024,542
522,52024,591
523,52026,86
523,52026,128
523,52026,169
523,52026,186
523,52026,252
523,52026,259
523,52026,346
523,52026,357
523,52026,399
523,52026,460
523,52026,494
523,52026,574
523,52026,601
523,52026,615
524,52027,19
524,52027,77
524,52027,177
524,52027,200
524,52027,208
524,52027,226
524,52027,233
524,52027,355
524,52027,597
525,52029,143
525,52295,43
525,52295,45
525,52295,139
525,52295,146
525,52295,394
525,52295,481
525,52295,627
525,52295,631
526,52312,18
526,52312,65
526,52312,194
526,52312,377
526,52312,421
527,52342,4
527,52342,10
527,52342,106
527,52342,111
527,52342,418
527,52342,528
528,52022,278
529,52025,22
529,52025,32
529,52025,572
529,52025,609
530,52026,518
531,52028,254
531,52028,300
531,52028,346
531,52028,396
531,52028,545
531,52028,560
531,52028,581
532,51993,234
532,51993,293
532,51993,475
532,51993,559
532,51993,607
533,51994,91
533,51994,136
533,51994,166
533,51994,263
533,51994,466
533,51994,500
534,51997,467
535,51999,348
535,51999,620
536,52024,17
536,52024,138
536,52024,176
536,52024,189
536,52024,192
536,52024,318
536,52024,405
536,52024,407
536,52024,437
536,52024,554
536,52024,605
536,52024,620
536,52024,625
537,52027,43
537,52027,105
537,52027,186
537,52027,272
537,52027,279
537,52027,371
537,52027,387
537,52027,454
537,52027,520
537,52027,538
537,52027,566
537,52027,578
537,52027,614
538,52029,56
538,52029,287
538,52029,309
538,52029,451
538,52029,471
538,52029,538
538,52029,631
539,52017,76
539,52017,85
539,52017,86
539,52017,146
539,52017,202
539,52017,219
539,52017,247
539,52017,409
539,52017,410
540,51996,154
540,51996,225
540,51996,370
540,51996,406
540,51996,453
540,51996,551
541,51959,84
541,51959,107
541,51959,165
541,51959,195
541,51959,319
541,51959,341
541,51959,347
541,51959,353
541,51959,397
541,51959,462
541,51959,479
541,51959,504
541,51959,507
541,51959,520
541,51959,522
541,51959,524
541,51959,576
541,51959,592
541,51959,614
542,51993,64
542,51993,178
542,51993,226
542,51993,263
542,51993,318
542,51993,449
542,51993,463
542,51993,476
542,51993,496
542,51993,515
542,51993,521
542,51993,595
542,51993,639
543,52017,25
543,52017,65
543,52017,207
543,52017,216
543,52017,272
543,52017,373
544,52201,105
544,52201,196
544,52201,395
544,52201,605
545,52202,629
546,52205,6
546,52205,51
546,52205,447
546,52205,488
546,52205,520
546,52205,530
546,52205,576
546,52205,604
547,51959,389
547,52207,59
547,52207,60
547,52207,105
547,52207,339
547,52207,369
547,52207,453
548,51986,24
548,51986,83
548,51986,106
548,51986,110
548,51986,218
548,51986,223
548,51986,321
548,51986,443
548,51986,529
548,51986,545
548,51986,554
548,51986,566
548,51986,618
549,51981,70
549,51981,417
549,51981,559
550,51959,38
550,51959,161
550,51959,165
550,51959,231
550,51959,385
550,51959,433
550,51959,476
550,51959,543
550,51959,559
550,51959,620
550,51959,629
551,51993,612
552,51992,25
552,51992,115
552,51992,493
553,51999,275
553,51999,380
553,51999,614
554,52000,98
554,52000,138
554,52000,142
554,52000,229
555,52266,75
555,52266,161
555,52266,193
555,52266,262
555,52266,311
555,52266,325
555,52266,359
555,52266,485
555,52266,521
555,52266,594
555,52266,597
555,52266,618
555,52266,625
556,51991,85
556,51991,96
556,51991,218
556,51991,362
556,51991,558
556,51991,571
557,52253,105
557,52253,162
557,52253,309
557,52253,469
558,52317,106
558,52317,140
559,52316,6
559,52316,75
559,52316,193
559,52316,275
559,52316,330
559,52316,597
560,52296,149
560,52296,368
560,52296,423
560,52296,507
560,52296,620
561,52295,121
561,52295,210
561,52295,219
561,52295,326
561,52295,498
561,52295,500
561,52295,624
564,52224,81
564,52224,172
564,52224,197
564,52224,224
564,52224,248
564,52224,273
564,52224,298
564,52224,551
564,52224,565
564,52224,598
565,52225,166
565,52225,206
565,52225,359
566,52238,31
566,52238,38
566,52238,66
566,52238,85
566,52238,202
566,52238,214
566,52238,220
566,52238,245
566,52238,380
566,52238,485
566,52238,525
566,52238,639
567,52252,32
567,52252,74
567,52252,208
567,52252,417
567,52252,428
567,52252,554
567,52252,592
568,52254,41
568,52254,99
568,52254,173
568,52254,326
568,52254,452
569,52264,36
569,52264,44
569,52264,137
569,52264,546
570,52266,176
570,52266,224
570,52266,257
570,52266,354
570,52266,462
570,52266,475
570,52266,479
570,52266,512
570,52266,528
571,52286,7
571,52286,146
571,52286,174
571,52286,212
571,52286,235
571,52286,248
571,52286,256
571,52286,257
571,52286,386
571,52286,442
571,52286,582
572,52289,131
572,52289,166
572,52289,168
572,52289,410
572,52289,433
572,52289,612
573,52325,16
573,52325,88
573,52325,204
573,52325,331
573,52325,598
574,52355,104
574,52355,234
574,52355,245
574,52355,423
574,52355,491
576,52325,250
576,52325,292
576,52325,338
577,52367,99
577,52367,200
577,52367,474
578,52339,534
578,52339,609
579,52338,5
579,52338,19
579,52338,104
579,52338,165
579,52338,483
579,52338,600
580,52368,209
580,52368,274
580,52368,295
580,52368,390
580,52368,456
580,52368,510
580,52368,611
581,52356,106
581,52356,245
581,52356,495
582,52045,5
582,52045,82
582,52045,138
582,52045,321
582,52045,344
582,52045,364
582,52045,410
582,52045,493
582,52045,551
583,52055,186
583,52055,232
583,52055,344
584,52049,95
584,52049,114
584,52049,247
584,52049,285
584,52049,310
584,52049,395
584,52049,472
584,52049,521
585,52027,140
585,52027,371
585,52027,467
585,52027,484
585,52027,624
586,52023,254
586,52023,371
586,52023,634
587,52026,63
587,52026,64
587,52026,101
587,52026,118
587,52026,157
587,52026,224
587,52026,325
587,52026,340
587,52026,360
587,52026,392
587,52026,418
587,52026,437
587,52026,449
587,52026,478
587,52026,569
587,52026,570
587,52026,594
588,52045,402
589,52055,44
589,52055,255
589,52055,273
589,52055,358
589,52055,388
589,52055,402
589,52055,509
589,52055,569
589,52055,574
590,52057,25
590,52057,181
590,52057,286
590,52057,524
591,52022,61
591,52022,315
591,52022,453
591,52022,629
592,52025,207
592,52025,328
592,52025,601
592,52025,609
593,52026,30
593,52026,161
593,52026,189
593,52026,267
593,52026,287
593,52026,425
593,52026,532
594,52027,58
594,52027,111
594,52027,245
594,52045,103
594,52045,167
594,52045,231
594,52045,367
594,52045,373
594,52045,400
594,52045,478
594,52045,581
594,52045,590
594,52045,620
595,52023,27
595,52023,51
595,52023,92
595,52023,228
595,52023,229
595,52023,267
595,52023,289
595,52023,297
595,52023,306
595,52023,373
595,52023,439
595,52023,454
595,52023,484
595,52023,515
595,52023,571
596,52370,78
596,52370,205
596,52370,250
596,52370,395
596,52370,504
596,52370,535
597,52059,8
597,52059,29
597,52059,103
597,52059,139
597,52059,179
597,52059,206
597,52059,260
597,52059,354
597,52059,356
597,52059,469
597,52059,559
597,52059,601
597,52059,626
598,52316,54
598,52316,59
598,52316,132
598,52316,358
598,52316,529
599,52317,51
599,52317,276
599,52317,296
599,52317,456
599,52317,477
600,52317,389
600,52317,459
600,52317,620
601,52316,293
601,52316,617
602,52072,65
602,52072,264
602,52072,285
602,52072,287
602,52072,355
603,52056,41
603,52056,77
603,52056,112
603,52056,113
603,52056,118
603,52056,176
603,52056,189
603,52056,229
603,52056,257
603,52056,410
603,52056,456
603,52056,508
604,52079,31
604,52079,40
604,52079,165
604,52079,177
604,52079,453
604,52079,497
604,52079,565
604,52079,614
604,52079,638
605,52353,94
605,52353,101
605,52353,150
605,52353,567
606,52365,217
606,52365,393
606,52365,425
606,52365,445
606,52365,446
606,52365,454
606,52365,513
606,52365,624
607,52368,157
607,52368,177
607,52368,178
607,52368,226
607,52368,304
607,52368,310
607,52368,379
