#Table1
specobjid,ra,dec,plate,mjd,fiberid
6059796258884657152,177.71163,8.2802011,5382,55982,738
2375700263773169664,201.9493,30.667622,2110,53467,187
2398169615466260480,216.56181,27.726402,2130,53881,10
7248686643585982464,168.46586,31.939372,6438,56367,520
2732687230765131776,129.11707,14.880192,2427,53800,466
5956168385465131008,131.57689,15.738867,5290,55862,574
2661740417292199936,151.49751,21.994132,2364,53737,411
4914685677449224192,1.26044560000003,-3.1699329,4365,55539,482
7095591197612154880,346.2062,26.335264,6302,56565,618
4947342828520841216,32.134171,-5.8246666,4394,55924,504
6905346543596838912,357.38394,17.857232,6133,56246,736
653103074679744512,163.53037,4.0586852,580,52368,295
5391946298113892352,129.21253,2.7435174,4789,55923,42
638548012682995712,140.07312,3.4929136,567,52252,592
5402201438855077888,144.98108,4.1115056,4798,55672,486
1008920434348943360,131.1591,43.815299,896,52592,415
1798228227798362112,154.67692,11.395587,1597,52999,604
1801608677824686080,160.64393,12.474488,1600,53090,614
5303082665221529600,207.30697,38.81681,4710,55707,342
1764300325524629504,254.76507,17.43862,1567,53172,55
5380865415449649152,220.32316,5.6374685,4779,55656,690
5377442635685273600,226.03808,5.1618416,4776,55652,526
2452239761578944512,243.20343,3.523119,2178,54629,108
2452339542259165184,242.06603,4.030656,2178,54629,471
2052540884137830400,242.53129,3.8757684,1823,53886,92
5376344224508649472,228.83003,5.7259245,4775,55708,626
3295542365082642432,229.28097,6.029268,2927,54621,121
3321574401341679616,238.11821,5.205163,2950,54559,617
3067015745113188352,228.55299,6.678326,2724,54616,234
9991335953468203008,171.7544,35.951656,8874,57426,364
2532220968328259584,308.33972,14.158726,2249,53566,262
8526631975833804800,328.22611,20.363803,7573,56946,698
7102334771431186432,342.53621,22.75798,6308,56215,575
2534489260665366528,331.03091,21.557753,2251,53557,322
4967677746119417856,342.35539,6.9462614,4412,55912,754
5697298273661853696,343.83599,8.0424092,5060,56181,890
4980129714918105088,18.322205,6.0593248,4423,55889,998
6987471540959813632,12.128259,12.837458,6206,56245,497
3259528410564683776,188.95432,-0.012129,2895,54567,175
340163635978463232,212.31808,-0.003136796,302,51616,516
4310104365509615616,148.04815,0.31112208,3828,55539,580
3211208996031588352,150.34024,0.248784,2852,54468,518
3095252846690461696,221.79906,14.113642,2749,54241,560
6142053747868540928,214.78248,15.52187,5455,56009,981
4428417860549713920,235.17704,16.74072,3933,55335,922
2851933952891971584,249.1045,11.553469,2533,54585,107
5659958859403337728,343.66554,18.272688,5027,56218,218
8550356413121011712,3.7254944,19.880218,7594,56947,991
8203519046051667968,143.24048,53.906735,7286,57096,772
6428924863658827776,145.51328,54.775044,5710,56658,132
6466296153520447488,149.61499,56.350551,5743,56011,920
8202350538307641344,138.95743,54.56506,7285,56991,617
9439587276214476800,187.76284,41.449706,8384,57513,154
1554891462674507776,217.67756,37.170834,1381,53089,86
4109547392340041728,40.958546,-0.83357304,3650,55244,46
2479373216817113088,246.41318,14.440781,2202,53566,515
6765635450470113280,209.64434,26.562,6009,56313,374
2434347676658067456,233.76709,21.838456,2162,54207,553
5517120196291043328,237.65476,13.850309,4900,55739,766
3310289562894362624,119.49754,9.912323,2940,54508,523
4230045624836268032,122.6147,34.34852,3757,55508,144
930026072026671104,125.62069,35.400405,826,52295,119
4223493080693579776,118.15481,34.312997,3751,55234,882
8570531627276410880,345.05919,20.971837,7612,56972,660
5406799596146892800,155.80265,5.1775953,4802,55652,830
653189936098338816,165.65343,5.4754448,580,52368,611
5461851594063585280,155.94656,5.6132438,4851,55680,404
678928948314269696,202.80919,62.647612,603,52056,41
7839676898284118016,195.15661,64.308155,6963,56724,130
952553692769314816,190.25411,4.6823823,846,52407,154
5369578933204262912,169.39237,5.343732,4769,55931,590
957111442186725376,196.70789,5.3799624,850,52338,351
3858549224237015040,250.49868,40.512973,3427,54979,328
8321664313950445568,158.98314,46.217783,7391,56781,502
7544777428364664832,161.16917,47.209802,6701,56367,444
8331745741987880960,174.39555,49.178331,7400,57134,314
7595373655258800128,212.91627,48.931401,6746,56386,192
1880341156622002176,207.79909,50.997575,1670,54553,321
8654817440469852160,25.250103,22.985926,7687,57007,90
2833988823313049600,234.31013,13.850234,2517,54567,359
2208014017480465408,323.16785,0.78531,1961,53299,452
2208048377218833408,323.94126,0.65562,1961,53299,577
8530018471680909312,328.70497,23.140727,7576,56948,730
8611000258237800448,335.15479,24.547104,7648,57329,428
8605512595250585600,334.64979,25.024594,7643,57302,944
8686496575478800384,8.83525839999999,32.144532,7715,57364,650
958279948806678528,199.86497,5.1192003,851,52376,506
5448325402404560896,201.12675,5.8878694,4839,55703,348
1433373985717905408,137.95492,35.307277,1273,52993,376
1437875657374722048,147.8616,39.649533,1277,52765,369
6082121841563901952,188.85833,7.4565378,5402,55927,38
8365609600125214720,205.5224,50.554677,7430,57105,630
6091366536823414784,192.32275,15.292104,5410,56016,902
1999750856517380096,206.13417,14.307338,1776,53858,555
3664916978671394816,190.77596,15.622214,3255,54885,410
4469920030746714112,188.89535,39.305558,3970,55591,354
2251911472751863808,189.75482,39.390186,2000,53495,406
4472297724608225280,192.25995,39.174701,3972,55589,812
4485729904113983488,200.87689,38.824749,3984,55333,526
7082029815709016064,341.12673,24.28422,6290,56238,434
2590701795235883008,95.341902,63.834348,2301,53712,22
2590809547375405056,92.649804,64.877726,2301,53712,414
2837409404272273408,238.00996,11.808071,2520,54584,515
2839557300002252800,239.50467,11.423862,2522,54570,137
3292249601981048832,194.18707,20.018741,2924,54582,430
2317223285626005504,10.636022,25.790917,2058,53349,441
2303652013235267584,31.658034,22.143177,2046,53327,221
7055102775693123584,25.903236,27.88825,6266,56223,778
870453159003187200,160.48848,63.11713,773,52376,482
6445897474347343872,139.07998,55.203492,5725,56625,438
384014359958939648,199.18702,-3.2773039,341,51690,300
1029078882696849408,209.77937,-2.7020677,914,52721,23
1388271739523328000,189.27983,9.2258633,1233,52734,135
6063234981131427840,180.12606,9.6462028,5385,55960,960
3338368892287346688,192.24165,9.671131,2965,54594,275
7480482936459862016,181.38868,46.895897,6644,56384,14
1569553175671760896,213.99538,43.621068,1394,53108,177
4713098469383839744,250.22727,23.653411,4186,55691,296
1586443868532926464,248.14453,25.810231,1409,52824,185
9956439378497609728,173.78178,38.914173,8843,57423,387
2777623727544756224,182.89891,39.467838,2467,54176,104
6507855498439532544,134.21062,27.854911,5780,56274,560
2703344288539895808,139.16018,30.162828,2401,53768,213
2687577566709049344,152.00689,34.941587,2387,53770,198
1706962439393798144,50.211006,0.37591,1516,52933,357
466247387896113152,51.581014,0.30486698,414,51901,454
2971354926573185024,54.66649,0.28599999,2639,54116,382
8168590851800276992,46.540013,0.77135572,7255,56597,680
2971363722666207232,55.232843,0.82751595,2639,54116,414
5628385275161845760,263.1395,32.836611,4999,55721,42
2833897838725851136,236.99723,13.374236,2517,54567,28
5518300521553698816,241.05993,12.549968,4901,55711,964
2848611216941672448,244.51914,12.555394,2530,53881,307
6042957238372376576,170.96503,16.170224,5367,55986,918
6118176478884503552,203.37512,15.921727,5434,56033,132
4843857337276932096,8.36033839999999,2.1730379,4302,55531,858
4834761077060247552,341.2152,2.4160989,4294,55500,534
6701546569303302144,329.1579,24.305509,5952,56453,692
7056085190272065536,24.957817,28.565077,6267,56279,256
690289107301066752,228.93282,60.596908,613,52345,409
6426695602944319488,136.0686,58.716858,5708,56605,214
6797270045258915840,252.68925,42.342286,6037,56074,772
840025271900858368,351.76629,15.492682,746,52238,378
2883576248473249792,263.7305,65.139855,2561,54597,533
2872191354568468480,264.28787,64.334223,2551,54552,75
4724333275622907904,326.62973,-1.1126369,4196,55478,208
1407382904169850880,66.435661,26.633791,1250,52930,29
1408585220705249280,63.882638,28.587637,1251,52964,307
3645767059528327168,184.32585,40.055576,3238,54885,375
3648012262238691328,199.22557,39.308432,3240,54883,351
4485772235311652864,201.79149,38.956582,3984,55333,680
2785606463349876736,238.38566,26.684619,2474,54564,473
6427969386594672640,132.23889,61.710797,5709,56571,752
8196664684071329792,121.7546,55.794188,7280,56709,412
4129979620844871680,115.51496,49.559372,3668,55478,650
8306916563379789824,125.32619,48.293932,7378,56715,98
9226880702460436480,140.82565,57.855064,8195,57391,476
684698910878361600,223.15239,60.343436,608,52081,552
7560684614215245824,237.7725,53.436403,6715,56449,970
3702036216733081600,242.75472,50.121861,3288,54908,281
2468031490672322560,254.85197,38.6461,2192,54232,214
410002971749804032,247.68764,0.67366965,364,52000,638
391852778034587648,249.11533,-0.49729989,348,51671,144
3258396737752033280,182.24968,49.650313,2894,54539,154
3286634395343022080,181.71674,50.017457,2919,54537,482
3713356513843191808,244.23602,6.590734,3298,54924,504
3713306211186221056,243.06406,7.2236531,3298,54924,321
4344953931392065536,214.48082,34.946025,3859,55246,386
2076284567089604608,225.57668,31.345039,1844,54138,455
2527647010727684096,204.11271,25.19408,2245,54208,6
3835983397210136576,222.943,21.235132,3407,54971,154
6766750076758892544,213.13655,24.99976,6010,56097,333
2814888375666894848,172.57825,22.110354,2500,54178,504
2988243701983111168,204.41981,21.538011,2654,54231,383
6607997089828806656,207.84709,20.996617,5869,56064,329
6641813943894384640,218.04074,19.234285,5899,56038,474
3033300588440872960,101.69596,28.727566,2694,54199,459
3557864951634829312,109.27971,30.332335,3160,54793,77
3070343138787747840,106.24261,11.860646,2727,54414,51
3054616823740786688,112.75804,15.314211,2713,54400,183
3054641562752411648,112.18359,15.722791,2713,54400,273
3071614998896732160,113.9597,16.383072,2728,54416,582
4931680009381191680,337.71132,-1.6401878,4380,55857,867
8637945440111665152,10.552633,23.928656,7672,57339,150
5752342294800867328,23.992939,22.820462,5109,55892,435
2881332413592528896,162.76623,1.222505,2559,54208,562
2717991170528536576,168.36796,57.803654,2414,54526,250
8225988658764685312,139.8509,49.797816,7306,56684,596
3589391524053491712,124.85437,29.622671,3188,54831,82
3672797453368795136,155.47342,38.969669,3262,54884,407
5151087825102282752,144.80578,35.873619,4575,55590,348
7504384670080933888,196.04381,49.170677,6665,56390,952
3646821491229696000,196.69475,49.432247,3239,54888,115
3274289904661587968,218.57827,8.620059,2908,54611,629
1386152430709794816,187.24971,10.675814,1231,52725,617
3302368133200766976,216.74732,9.616914,2933,54617,377
3713355689209470976,244.39017,6.2454373,3298,54924,501
5475426714510139392,209.84885,7.2239804,4863,55688,638
2101023564890138624,112.4963,45.855979,1866,53314,343
5611716680663146496,258.66001,39.760944,4984,55827,842
5618425074572828672,259.77956,39.080327,4990,55743,671
9071548843141603328,249.38578,53.964446,8057,57190,630
2536698196202121216,263.48464,32.60722,2253,54551,166
2319510275801245696,19.535717,27.052267,2060,53706,569
6146504846251892736,215.16608,18.17286,5459,56035,790
3229245109610506240,157.46182,17.989297,2868,54451,597
2861044229616986112,127.71673,83.961677,2541,54481,482
5974179486513471488,139.28215,11.33393,5306,55926,562
7078775261005586432,12.075032,22.649922,6287,56221,882
7680943153143062528,203.27882,63.826745,6822,56711,196
2706711542832850944,145.31183,52.839265,2404,53764,175
3286543410755823616,182.18861,49.86785,2919,54537,151
7598789837617864704,206.82197,46.284058,6749,56370,332
1569619421247334400,213.94755,44.68742,1394,53108,418
1765414405631141888,253.76821,18.848649,1568,53169,12
5580152449098817536,243.80941,31.379076,4956,55737,700
6531413635482230784,147.2992,28.743125,5801,56328,248
2371301396772317184,166.89802,33.37469,2106,53714,568
3810164939658731520,217.33405,30.299898,3384,54948,435
4365215733665210368,225.18768,27.718282,3877,55365,370
2188883616111552512,145.26847,28.373502,1944,53385,488
2372394312538286080,168.77166,34.065307,2107,53786,448
2671763290933192704,153.75446,18.835097,2373,53768,10
4544266803614818304,207.81564,1.8901876,4036,55330,490
4542152997627469824,214.00063,0.13367908,4034,55635,992
4248171619279675392,165.75986,-1.0608084,3773,55240,550
3222329181807339520,174.72513,-1.162468,2862,54471,13
4321221528400142336,170.24861,-0.32843611,3838,55588,64
818575448790296576,316.22795,10.054752,727,52207,168
3541065238730350592,352.08417,-9.4615712,3145,54801,400
4941777369079717888,38.22203,-8.0289778,4389,55539,737
4280897762843664384,121.37551,39.828645,3802,55514,823
7499794208632315904,151.61906,49.899719,6661,56366,636
7986107656723996672,169.45705,54.404197,7093,56657,362
1305007921884588032,209.53946,58.469439,1159,52669,327
6806127985776631808,246.80228,40.509474,6045,56072,229
3712262225180860416,230.63463,51.863634,3297,54941,619
5210780312313765888,161.17622,41.22317,4628,55646,420
1532378136757430272,161.35254,41.744407,1361,53047,103
5824538704765493248,220.90419,38.173817,5173,56046,940
7485021170686730240,171.04342,43.722423,6648,56383,140
2972496780974989312,54.973613,0.10334655,2640,54806,440
3154910974650116096,280.01015,78.607177,2802,54326,507
2090949287386048512,292.93485,78.27098,1857,53182,557
2453351899571709952,314.07319,75.416817,2179,53555,58
2142610668786837504,356.19772,-1.166644,1903,53357,84
4458567574397886464,232.04282,25.416197,3960,55663,14
2482613206514690048,243.33576,19.974357,2205,53793,14
2305865880753432576,47.412759,-1.023951,2048,53378,83
1705746104638793728,51.016607,-0.47325424,1515,52932,28
461639334261450752,44.677953,-0.028379237,410,51877,74
2328446826065192960,45.886193,-0.183864,2068,53386,312
2627968367486593024,50.692981,5.584594,2334,53713,429
2622343815956031488,21.164371,7.961636,2329,53725,447
2712424062977599488,162.1032,0.000185,2409,54210,477
4260553220206600192,152.99652,-1.7537681,3784,55269,538
5358300687951175680,201.58011,4.28385,4759,55649,520
2336300368515852288,116.41894,27.201,2075,53730,211
1435616989488900096,141.76518,37.328523,1275,52996,344
2698952839014672384,49.911564,42.278092,2397,53763,621
2704502081129048064,140.50007,7.929033,2402,54176,329
5520510543549407232,130.29438,6.7305129,4903,55927,812
5954996306590015488,131.40715,6.8961641,5289,55893,406
9429481939838935040,191.63788,43.12994,8375,57520,255
4037610193768390656,6.63830280000002,-0.37507873,3586,55181,484
2604227437759850496,17.898038,-0.350962,2313,53726,76
2470292905709824000,265.86591,24.688339,2194,53904,249
2599787346924693504,331.49431,-8.995987,2309,54441,307
2691005849400272896,162.62466,48.537844,2390,54094,382
2691013820859574272,163.25077,48.622625,2390,54094,411
6818545045802557440,214.68622,43.71643,6056,56092,346
4346161195545239552,217.38511,35.182813,3860,55269,682
3276423507294054400,225.99522,32.153929,2910,54630,199
3304560559973754880,226.2989,32.199076,2935,54652,161
3300113034399213568,211.78133,37.709911,2931,54590,365
2384726985281660928,208.73555,26.363623,2118,53820,258
3337202860843624448,219.54891,19.999612,2964,54632,129
6753417673470615552,205.84102,23.942916,5998,56087,982
6763366604082225152,211.95665,22.643826,6007,56066,312
3001821571057739776,207.15597,23.928797,2666,54230,627
2938614499994789888,184.77859,18.971756,2610,54476,57
7097920513079484416,352.90187,25.323918,6304,56570,900
8540005614733991936,339.38342,21.120873,7585,57190,199
6422181001187794944,14.851837,14.099392,5704,56187,174
5252522730952040448,21.967424,14.106361,4665,56209,726
8212472363247181824,132.33458,52.608878,7294,56739,576
2702239829059463168,133.51377,36.189279,2400,53765,291
3334943091953082368,124.38851,30.803984,2962,54774,100
2702306074635036672,134.94277,37.745291,2400,53765,532
5985512428225404928,145.34341,11.780585,5316,55955,831
6138421235455860736,213.27725,7.9230505,5452,55957,54
3083895997412173824,229.00642,6.257384,2739,54618,204
3730169697157619712,214.28243,8.2994827,3313,54999,230
3083956745429608448,228.83409,7.096246,2739,54618,425
2461281315505334272,240.6313,5.526319,2186,54327,233
1414142426309748736,69.435558,24.392815,1256,52902,44
3072635620615546880,117.8351,17.770321,2729,54419,199
3185195103274690560,256.34371,27.447413,2829,54623,88
3169461638130591744,312.06541,2.0317485,2815,54414,194
2543579198304315392,313.66833,15.804593,2259,53565,623
3094082416445253632,219.11749,14.928154,2748,54234,398
3091813574167783424,214.41069,16.154307,2746,54232,336
2849742900877617152,245.68522,11.600794,2531,54572,328
4588187895467057152,248.51553,12.266605,4075,55352,530
5254803662102831104,18.855424,12.97117,4667,55868,832
623775519980152832,141.16085,53.602912,554,52000,98
7579747120858505216,221.70546,48.682333,6732,56370,687
3226836080087033856,31.129696,-0.773774,2866,54478,25
9873057088145432576,359.44988,-0.3019415,8769,57338,148
4439474549495406592,235.23929,21.162399,3943,55336,186
4566802944146513920,245.73985,16.264013,4056,55357,556
6725265227661680640,182.84165,21.784163,5973,56067,964
7240853721810182144,173.85252,21.73015,6431,56311,696
6746422030386569216,197.87118,21.653179,5992,56066,108
4230086856522309632,121.99363,34.197511,3757,55508,294
930009579352254464,125.02891,34.919894,826,52295,59
4230260854237405184,122.94607,35.360647,3757,55508,927
851343369702500352,118.89869,34.784848,756,52237,593
8662876591729123328,4.11473489999997,28.312097,7694,57359,737
8532148775593943040,334.51923,18.891145,7578,56956,288
6889411320484962304,340.4778,20.818817,6119,56181,108
650937586042300416,161.90934,5.3889788,578,52339,609
3662694866611183616,187.34138,5.4870052,3253,54941,518
700340287964211200,242.94156,47.699674,622,52054,111
7535700410406772736,166.51313,47.381517,6693,56384,190
3750474378018660352,179.81864,48.710747,3331,54977,370
7602315421585219584,217.91624,47.514128,6752,56366,870
5594660510127595520,240.24938,36.436087,4969,56041,232
5755634507542667264,28.313096,22.386984,5112,55895,124
2317255446341117952,11.299795,25.058596,2058,53349,558
2323992428828190720,24.427237,23.860631,2064,53341,491
2301481027526223872,25.15093,23.74947,2044,53327,515
6410899462567206912,23.110877,24.386498,5694,56213,92
3115389302675105792,231.40898,13.700269,2767,54243,88
6135088616936808448,210.49793,16.597594,5449,56030,218
3089590637205415936,210.93371,16.561499,2744,54272,441
430185604102252544,348.6005,1.1882072,382,51816,334
4818973739403157504,355.14421,1.404616,4280,55503,444
7087543321766109184,343.80493,25.824765,6295,56536,12
8024373958378758144,1.7384811,31.691589,7127,56566,310
7352136946716483584,9.28466379999998,33.438015,6530,56537,38
5376243069438894080,229.48115,3.5638104,4775,55708,258
959396502847907840,201.64597,5.0678351,852,52375,472
1016809976812824576,151.33773,53.902336,903,52400,445
5007071042511806464,123.51939,31.626788,4447,55542,706
5184972031083388928,135.65832,40.104184,4605,55971,738
964950135056394240,114.92066,24.458923,857,52314,196
8301293665529077760,132.0594,55.250299,7373,56990,122
543912766130382848,134.32354,57.876233,483,51902,375
1425511373302949888,124.20302,26.398389,1266,52709,444
2454615531060226048,253.60017,24.151213,2180,54613,559
4489118603262533632,203.88583,37.926627,3987,55590,566
4482419279132598272,199.40693,39.094924,3981,55603,770
7090946854506962944,340.18956,24.114239,6298,56208,106
2591918679679592448,79.738246,62.338615,2302,53709,353
2840746696739153920,239.05245,11.87583,2523,54572,368
8528962390745653248,332.30975,21.500622,7575,56947,984
2545827700371646464,342.35751,23.754619,2261,53612,611
1114765193944000512,325.75176,0.91883831,990,52465,452
3244946686199490560,162.73292,64.421019,2882,54498,375
8016466273335484416,189.6163,66.068362,7120,56720,214
923334720983427072,253.32816,37.174221,820,52405,352
2716867738533390336,167.9823,8.932807,2413,54169,259
6069734195034300416,183.05855,9.1605505,5391,56000,28
2694321702631925760,169.26927,9.370808,2393,54156,157
3812434331725570048,221.89998,39.999606,3386,54952,499
1578558721699637248,235.45416,34.529638,1402,52872,171
1580800350242236416,239.48339,31.963853,1404,52825,134
1584146714904782848,245.91727,28.034777,1407,52886,20
4708768588483239936,252.1274,23.127626,4182,55446,928
3704281694908555264,253.99614,21.488371,3290,54941,258
5600418102716112896,234.40307,36.001424,4974,56038,698
4717666940113362944,248.40446,26.771773,4190,55686,532
3704246510536466432,254.77501,21.288588,3290,54941,130
3894543661987373056,243.74139,30.726916,3459,55007,203
4717583926985465856,249.67344,26.393467,4190,55686,230
1602286187576322048,250.40774,25.729702,1423,53167,475
2687610002302068736,151.11541,34.7127,2387,53770,316
3232512584716412928,166.75143,38.393981,2871,54536,196
2846367125285660672,243.15397,12.243022,2528,54571,335
5517160328465457152,238.223,14.226168,4900,55739,912
4537437741994975232,213.96383,1.6144093,4030,55634,222
847880182885804032,5.0075602,13.879989,753,52233,282
2131423410872412160,339.05751,13.96963,1893,53239,345
1173300173711894528,204.01886,54.361898,1042,52725,409
3618787242887192576,182.0813,12.671924,3214,54866,527
2081947321951610880,235.74651,26.531344,1849,53846,576
2768644846888445952,238.29514,25.194505,2459,54544,207
1867925449024235520,248.56534,19.90398,1659,53224,209
2487257545543018496,248.90988,15.338517,2209,53907,526
4445160124038750208,233.44978,23.08975,3948,55331,390
2463471547164157952,244.56472,15.787537,2188,54595,9
4432904418032066560,236.25825,19.780934,3937,55352,860
5953952319829680128,131.53381,14.150569,5288,55865,704
6599035795268411392,202.07675,20.677622,5861,56069,496
6168822183197908992,225.69765,16.42271,5479,56016,60
3008409567420770304,80.482982,16.032077,2672,54085,18
3181904261046888448,64.08767,6.937075,2826,54389,404
3009662186227263488,70.717135,11.562052,2673,54096,479
3158324959160330240,66.189909,6.649075,2805,54380,639
512411208356227072,39.162393,-7.808437,455,51909,461
4948338984444993536,35.830496,-8.6516071,4395,55828,32
4285343637959581696,123.76166,41.286218,3806,55505,613
7078723034203267072,11.207712,22.404443,6287,56221,692
8595299775338749952,24.713768,21.454809,7634,56935,654
577661727248771072,173.17261,1.9068584,513,51989,273
5020590087580131328,117.89775,27.166161,4459,55533,736
5007019915221114880,122.10184,30.790733,4447,55542,520
5187081448788566016,133.45688,39.219412,4607,56248,220
3230362213474658304,157.18024,9.969155,2869,54454,565
2716838051719440384,169.03671,9.425711,2413,54169,151
1811590320131958784,178.39359,11.876396,1609,53142,63
6044088636089016320,170.96405,11.9576,5368,56001,938
4566788650495352832,245.35776,15.842939,4056,55357,504
4452956217057189888,231.08048,22.155615,3955,55678,80
4432874181462302720,235.78204,20.422506,3937,55352,750
6624945236635262976,155.26184,20.031253,5884,56046,546
7237400430128373760,165.00034,21.624141,6428,56279,421
7237558484924866560,167.39661,22.279505,6428,56279,996
7238606319422251008,168.45553,22.478606,6429,56274,712
6731759497486770176,187.26541,23.312297,5979,56329,14
6746647980026077184,198.17759,22.751174,5992,56066,930
3559002671056789504,116.74378,41.257725,3161,54779,120
5272719105505337344,127.77755,43.284244,4683,55924,472
3183035109309704192,122.09481,-7.255433,2827,54422,422
3184169805578004480,127.92779,-3.783613,2828,54438,454
6966216057032777728,9.3668356,20.075075,6187,56244,994
7947906773393842176,43.775578,-7.2642799,7059,56592,652
2152843822432806912,6.126121,-9.148595,1912,53293,448
515816671080900608,46.633687,-6.6484438,458,51929,562
2330758005261363200,55.824902,-5.348959,2070,53729,528
2157280626326136832,310.73972,-6.562095,1916,53269,205
3010685281813686272,125.14273,37.360137,2674,54097,105
4234656148010016768,125.43236,40.035872,3761,55272,533
1652966523972642816,5.538477,36.635787,1468,52999,529
1241872593250707456,336.43127,-1.233215,1103,52873,18
1879151191372359680,206.18813,49.422806,1669,53433,88
8365621969631027200,205.74219,50.281307,7430,57105,675
7594195529203949568,210.69808,49.230278,6745,56425,2
1231826074774562816,352.30865,0.78617524,1094,52524,333
1287022659141396480,335.1608,0.068961989,1143,52592,433
4726737357830594560,329.88792,0.59616937,4198,55480,762
1363617394152466432,135.34936,35.104561,1211,52964,555
2197801479929096192,151.76853,32.496387,1952,53378,163
6721727549083197440,180.83351,24.082971,5970,56072,382
2991582098709571584,183.59066,24.448663,2657,54502,240
9335010524226625536,118.05649,42.415724,8291,57391,634
6897265683274375168,357.83807,19.103492,6126,56269,10
873725304651147264,174.65603,61.34403,776,52319,98
871603796411705344,167.04566,62.220538,774,52286,572
6962586569535365120,6.25804390000002,14.085793,6184,56267,78
1018960625633617920,159.46874,54.306267,905,52643,77
2140362440775329792,341.32725,-0.673666,1901,53261,97
5475379985265958912,209.38868,6.1326869,4863,55688,468
1830732548230113280,187.21191,7.1630172,1626,53472,70
4746887557626699776,359.89622,-0.69725691,4216,55477,340
783664030496614400,20.83089,-0.71363972,696,52209,137
453811361126836224,28.639894,-0.67976837,403,51871,268
8255213128058380288,29.319323,-0.78377952,7332,56683,418
7311669968092766208,208.788,30.017909,6494,56363,276
2260959628445640704,176.27182,32.323679,2008,53473,555
2245193462578178048,194.10348,32.30999,1994,53845,542
2393814173571115008,213.9545,29.308656,2126,53794,549
2738355767189989376,135.43751,17.00066,2432,54052,608
6493109122879168512,141.94175,17.92157,5767,56245,161
3279763272118593536,135.02867,2.783009,2913,54526,61
635069157422950400,130.57636,2.7258641,564,52224,224
5374191929490644992,161.56146,4.9232322,4773,55648,988
5458387037538197504,177.43728,5.3299383,4848,55955,88
6021538201973268480,160.18201,12.503177,5348,55978,820
6053095835108876288,174.85566,13.719698,5376,55987,938
5955027092915593216,130.4715,8.1930765,5289,55893,518
5957207425379442688,133.2628,9.1972552,5291,55947,258
5378665843293921280,225.51728,5.1606469,4777,55707,880
2063842225728546816,227.55787,5.0509649,1833,54561,246
5409057993483329536,236.81277,4.2269429,4804,55679,854
6144138696239063040,213.70919,7.7657237,5457,55976,374
3295568753361709056,229.0984,6.517692,2927,54621,217
7282391072084303872,150.85917,31.16245,6468,56311,256
2232832471219595264,165.84357,35.12239,1983,53442,629
2310509668499220480,84.246368,0.370876,2052,53401,593
2333036188337727488,84.631684,0.260567,2072,53430,624
2533299864113014784,312.61647,15.739306,2250,53566,91
6697992391977050112,329.39321,21.129808,5949,56096,50
2545700706778638336,341.33169,22.590213,2261,53612,149
2603253819928242176,10.311895,7.857338,2312,53709,630
4598201149455048704,323.36882,4.5473734,4084,55447,94
4863010279674322944,335.72943,5.3849693,4319,55507,904
4595065890672713728,321.67958,5.5904138,4081,55365,976
4606218239344615424,326.40052,6.4574344,4091,55498,588
2605357185722509312,21.574788,6.123554,2314,53712,90
319876552420517888,177.98727,-0.12374827,284,51943,440
2880182048411117568,185.98054,-0.02728,2558,54140,473
4306712921793077248,141.70285,0.33565715,3825,55533,530
4841471671872233472,4.9554023,1.9418046,4300,55528,371
2678630015825897472,37.511272,25.610137,2379,53762,415
2678638811918919680,37.817708,26.081589,2379,53762,447
8045874358621544448,357.94866,-6.2123103,7146,56573,704
4518354068343595008,226.67989,1.854817,4013,55629,428
3326082399049115648,233.87672,1.5675938,2954,54561,633
3324918840852244480,230.84665,2.0358052,2953,54560,496
4511631649184653312,196.94319,3.1283536,4007,55327,548
669973150674479104,238.99199,2.579135,595,52023,228
1077595377609238528,192.43608,60.312344,957,52398,397
2706751675007264768,143.53989,53.539757,2404,53764,321
2695505882728392704,167.99934,59.847953,2394,54518,369
2718026904656439296,168.28204,59.89505,2414,54526,380
3662623123477471232,186.24954,3.753906,3253,54941,257
6816359766392020992,225.51963,42.624864,6054,56089,588
5000226582461128704,128.93984,34.506315,4441,55532,382
5285240339308716032,150.48609,45.334387,4694,55649,968
1645100343966590976,200.04744,47.206138,1461,53062,584
6817581873784397824,213.97474,44.816277,6055,56102,938
2084185372467685376,240.08147,24.925075,1851,53524,526
2841825867334707200,241.24299,13.430415,2524,54568,198
4427085252490403840,236.40087,16.071035,3932,55337,170
3139172019262744576,219.23947,21.120624,2788,54553,593
3233585982892697600,170.28629,18.541049,2872,54533,5
7102239938553290752,343.36226,22.317076,6308,56215,230
480795850860161024,30.690283,12.367056,427,51900,133
2138110915856328704,26.882866,13.195702,1899,53262,98
477472301969860608,20.124497,15.536075,424,51893,330
5768052390960799744,27.435597,14.804424,5123,55841,244
9225824896587636736,147.18108,59.099803,8194,57401,731
3034331933870942208,111.43537,31.28686,2695,54409,115
1094382996640786432,256.43779,33.707707,972,52435,30
7561562573444718592,241.13726,50.812613,6716,56401,68
2679689395228928000,134.54565,36.920353,2380,53759,173
1959196456082499584,140.44778,11.017908,1740,53050,475
1963701155305383936,150.20497,12.526956,1744,53055,479
1971592630538102784,166.96748,14.337817,1751,53377,516
1988509168213977088,185.02763,15.582315,1766,53468,618
1969365844278405120,162.86407,14.784984,1749,53357,607
2335175288327006208,115.51626,17.502734,2074,53437,214
