,Su,Sg,Sr,Si,Sz,Pg,Pr,Pi,Pz,Py,SMu,SMv,SMg,SMr,SMi,SMz,VRu,VRg,VRr,VRi,VRz,VRy,DEu,DEg,DEr,DEi,DEz,DEy,a_fwhm,a_height,b_fwhm,b_height,g_fwhm,g_height,d_fwhm,d_height,is_mpms
598,-35.445498266165174,-36.6372075305398,-37.40367816009553,-37.72914807580874,-37.90536697980326,-36.743842027167155,-37.40955108188999,-37.736916018114755,-37.88386285405123,-37.95771841946983,-35.35154617377117,-35.72821194230865,-36.8864736898406,-37.384033925686076,-37.77354059721638,-37.92211212482065,-35.57222485563032,-36.694622348188446,-37.415130724262184,-37.73658776344073,-37.8848137437261,-37.966710359692385,-35.70376295587643,-36.71475033873929,-37.47750532085514,-37.77936629744296,-37.921941530337634,-37.97808786864369,4.862654695661482,0.17774159388571434,3.6895719748236506,0.09612307091945912,54.533609500035396,0.056057713231333746,25.430706482496056,2.067141136839428e-10,1
599,-35.45025064478443,-36.65767608717583,-37.42591231482725,-37.749983153837384,-37.923548265803,-36.764950528028606,-37.43176137918387,-37.757681691970575,-37.902581355664935,-37.97459136888466,-35.35852986804368,-35.73246069678055,-36.908086284955544,-37.40622630708871,-37.79392436810112,-37.939913054030626,-35.5765336003913,-36.71537183978563,-37.43732716010675,-37.75735863934712,-37.90351112562723,-37.98340107570558,-35.707268389968945,-36.73566883706388,-37.499541559199606,-37.79964923052871,-37.93966740078207,-37.9944424121861,5.153456761408819,0.18358515286730648,3.818975323196408,0.08650215248788798,53.49598040820095,0.06812344425150613,29.516692946677388,1.3904095816137806e-16,1
600,-35.68033499417018,-36.765464987139275,-37.461712998284796,-37.75965979248842,-37.925116365311524,-36.861902845441776,-37.4669111752782,-37.766835108151014,-37.904161410211415,-37.97623981670583,-35.589383773847366,-35.9512669484047,-36.99048264346977,-37.44344819749389,-37.800762166660476,-37.94141664324826,-35.80192212152037,-36.816922815447406,-37.47199792296041,-37.7665298594965,-37.905070554457694,-37.98529969440289,-35.928359083350216,-36.83534094200607,-37.52884257000754,-37.806193515499814,-37.941012539978054,-37.9967608322649,4.505002361391974,0.1908580981017545,3.6221193307565973,0.12117033501088216,62.2957615445126,0.03537191784160505,3.348964000340868,0.07630321426296617,1
601,-35.61667742162368,-36.72921832750461,-37.44772680529682,-37.754789475877985,-37.92373665827267,-36.82877623186138,-37.45314663230207,-37.76216042955115,-37.90263462625048,-37.975167102462635,-35.525616057989716,-35.889466279090016,-36.96173601627682,-37.4290182774538,-37.79697780690887,-37.94015959334024,-35.739043654693575,-36.782517691481914,-37.45839695607097,-37.7618477684769,-37.9035563504611,-37.98419239204683,-35.86629000879002,-36.80144900917396,-37.517068937886535,-37.802541410234134,-37.93982802507133,-37.99560528641801,4.608404111530267,0.18662344770750322,3.6539492176861463,0.11559221169240644,60.747896291447695,0.03937763845768283,3.3255099463944435,0.0670003227552968,1
602,-35.575973933199,-36.71427361713188,-37.449212925869325,-37.76170849575466,-37.9315236123664,-36.81628730229414,-37.45476238506126,-37.7691726384726,-37.91063096823031,-37.9823934075085,-35.484285076497954,-35.85151387325791,-36.9525838323288,-37.43016281611856,-37.804377774285236,-37.947810270850724,-35.699550325057615,-36.7690065744886,-37.46011999608072,-37.76885793323903,-37.91154895415372,-37.991293653968356,-35.82806978576258,-36.788349818205276,-37.51996947353022,-37.80998012706621,-37.94748364369073,-38.002485302651635,4.723715968233163,0.18503543636283581,3.6901799770234973,0.11008203740225353,58.68651898223814,0.042953877262478984,3.2609015536739774,0.05579773440598088,1
603,-35.538773988648046,-36.702691585225224,-37.45126155967043,-37.768041688391335,-37.93833841254997,-36.80681665959544,-37.45691746078629,-37.775575465905746,-37.91765813639623,-37.988651305250244,-35.44650406210049,-35.817358532152355,-36.94591904277894,-37.43193647310038,-37.81106293038796,-37.95448388717781,-35.66369300583773,-36.75864653048871,-37.46236036104076,-37.77525951340655,-37.918571315377825,-37.99743617105538,-35.793596714130665,-36.77834939237155,-37.52314797479528,-37.81668746529773,-37.95415515662756,-38.00842169852277,4.8850668672113695,0.1844778423566078,3.7450123269988422,0.10334087252635292,56.022436447545246,0.04754407656254132,3.1042817699688205,0.04086951867037545,1
604,-35.54393573311614,-36.72263419141611,-37.473711712651095,-37.789435735079415,-37.95715899007649,-36.82747079868827,-37.47935115601589,-37.79690581518566,-37.93702391511907,-38.00612795026522,-35.45323242427499,-35.822549598873344,-36.96721636042686,-37.45433453548345,-37.83203773808104,-37.97291799226829,-35.668714877587796,-36.77892921747135,-37.484788095275746,-37.7965949105817,-37.93791575817289,-38.01472716720255,-35.798235660700655,-36.79880504627353,-37.54549139712809,-37.83756846388965,-37.97251318610626,-38.025370043985866,5.146776843932374,0.1907185242802867,3.87753571096393,0.09501651422115726,53.649805905846776,0.05747408012118069,30.830663405844383,1.528236763742446e-11,1
605,-35.78162919934503,-36.83902582632258,-37.51472134798702,-37.80249991394261,-37.96116523142865,-36.9326649363352,-37.519677554954185,-37.80940425655955,-37.9411302416092,-38.01002338406289,-35.69258880296237,-36.048447965897644,-37.057278143021804,-37.49684836839552,-37.84201625465102,-37.97679461993607,-35.90139415648409,-36.88885204479533,-37.524601906279884,-37.80911289386411,-37.941996967365334,-38.01885513232216,-36.02608177154535,-36.90680088642911,-37.579583947997776,-37.84721349440889,-37.976211991619415,-38.0298810644007,4.532939176365781,0.19850503891544619,3.6644488058102596,0.12741007682039154,64.69343271511055,0.03075186399240859,3.4031420364076963,0.0818714993099928,1
606,-35.720730564135785,-36.80405636665506,-37.5016042027556,-37.798347659686065,-37.960427654885464,-36.90075078426119,-37.50677537074008,-37.80544392108157,-37.94025288608533,-38.00957516261621,-35.63185059402219,-35.98890446301796,-37.02964274597929,-37.48328849386391,-37.83892884913462,-37.97617441847923,-35.841042583557936,-36.855678427645145,-37.51186076285984,-37.80514536616079,-37.9411318150088,-38.018371118832874,-35.966302460005544,-36.874134719398185,-37.568639028891326,-37.84425537296235,-37.97566233560496,-38.02934742412033,4.642245334305205,0.19503069203138568,3.704364273313933,0.12274025532986486,63.51276764002988,0.034294181386626627,3.3990308498824846,0.07339472461195834,1
607,-35.669913145627824,-36.780721352721905,-37.49690229904529,-37.8003435241685,-37.96415279049968,-36.88014078945698,-37.50223260886719,-37.80756716572319,-37.944073321531874,-38.01301590607194,-35.58028423435666,-35.94102160604344,-37.01276902387589,-37.47820211509699,-37.84160692922838,-37.97984622298216,-35.791517310231185,-36.8339372051263,-37.50744523805531,-37.80726483216401,-37.94495376747802,-38.02171517899467,-35.9181464985503,-36.852848111234664,-37.56562766052362,-37.84700302745247,-37.97936102727887,-38.03252466576948,4.762615856706153,0.19237965927554537,3.746015333817183,0.1172873030660012,61.65493222067414,0.03724988482749413,3.3655192332029675,0.06273243519335821,1
608,-35.63697890739608,-36.77258087338695,-37.502032450826114,-37.809378304474976,-37.97330770980307,-36.87408162741886,-37.507457115729636,-37.816658861635275,-37.95349762077263,-38.02147078114248,-35.54672412527043,-35.91103186380967,-37.009446676665256,-37.48305850485991,-37.85091698074566,-37.98881849673263,-35.75987902845304,-36.82699289637216,-37.51275044623516,-37.81635604914538,-37.95437076579944,-38.0300380989084,-35.88784666534799,-36.84626549284524,-37.57181139264357,-37.85632302076134,-37.98832095170561,-38.04061085938151,4.916432078011984,0.19291808417653644,3.806843236317632,0.11138904749131893,58.58776423586605,0.04151092502850748,3.2683053703024196,0.04844497917808874,1
609,-35.628169022596786,-36.781873165743974,-37.51722350102419,-37.825226858647916,-37.987610725856086,-36.88451100708352,-37.522672494830104,-37.832487143824636,-37.96822633551011,-38.03471017865659,-35.53869932675745,-35.90332816514071,-37.02117197068161,-37.498135309508726,-37.86659943407031,-38.00282201297759,-35.75146416547113,-36.83689513356207,-37.52798886770327,-37.832187262469304,-37.96908387730478,-38.043118872261445,-35.87968639587472,-36.8563974872784,-37.58728840947897,-37.871951013645756,-38.00227319437577,-38.05340095457415,5.162693353254149,0.1969580300486654,3.930503326789844,0.10308695071615309,54.96309205270457,0.04948477869572728,31.130960005107326,0.0,1
610,-35.882939831805395,-36.91264926807604,-37.56774155670412,-37.84534490347641,-37.99721690220857,-37.00348404638578,-37.57245981636607,-37.85197814529851,-37.978100439633366,-38.043807512774464,-35.7958044763925,-36.145651070990006,-37.12413888036066,-37.55027149407913,-37.88327480817519,-38.01217516850347,-36.00088784972575,-36.96085047156776,-37.57722153187642,-37.851700579992134,-37.97892477209014,-38.052411126694324,-36.12382557637233,-36.97832271404292,-37.63033997509291,-37.88823855652475,-38.01141338275255,-38.06300149652869,4.559376091166879,0.20607242328376954,3.7047594725797635,0.1335854358821054,67.1479303562705,0.02626390351126924,3.452302926631569,0.0873657452524455,1
611,-35.82480504897464,-36.878960383758844,-37.555494010806,-37.84191084962872,-37.99712149765694,-36.97278518574145,-37.56042065706929,-37.848732285960565,-37.97787253518035,-38.043983777996715,-35.73809907247472,-36.08836901683826,-37.09761777301725,-37.53758259008066,-37.880884474352435,-38.012191849214425,-35.94306853527938,-36.92891190934662,-37.56534086798589,-37.84844774615175,-37.978708694339645,-38.052550397479685,-36.06633984623794,-36.94688535859983,-37.62022434175955,-37.885974549629424,-38.011498609539856,-38.06308975527182,4.67411809784527,0.20334326569999148,3.751776618604574,0.12980030406485377,66.3140036932024,0.029389894364250678,3.464242646771014,0.07969213669441488,1
612,-35.76387640865483,-36.84722514362235,-37.544601347678736,-37.83898239122091,-37.99678417641195,-36.94404424554664,-37.54971571629193,-37.84596542916343,-37.97751675839028,-38.0436388258792,-35.676299897703856,-36.03055923958746,-37.07301036599915,-37.526260100167384,-37.87883959147742,-38.01188420003964,-35.88351405075897,-36.89892894266932,-37.554783170123756,-37.84567539749345,-37.97835968423361,-38.05213712376479,-36.00825166770741,-36.91740071003359,-37.611297641250076,-37.88402991394945,-38.011239942476486,-38.06256417479292,4.79954441709533,0.19965694305482326,3.7979127305341467,0.12440762736869064,64.87616041222795,0.03172927744311784,3.4563324590211604,0.06955044159882905,1
613,-35.73521371656321,-36.84252779118043,-37.55281382130609,-37.85071917903481,-38.008279534395584,-36.94139779561945,-37.55801065238375,-37.85774640395573,-37.98933833478588,-38.054290748734275,-35.646966000692444,-36.00474194228437,-37.073032255326595,-37.53420057554776,-37.89077494398626,-38.023155433814026,-35.856100900544234,-36.89540197413349,-37.5631542142144,-37.85745665354543,-37.99017146848769,-38.06264051610591,-35.98213062985338,-36.914237183930126,-37.620487583617546,-37.89596302458773,-38.02248850793081,-38.07280019020038,4.94614328568016,0.20126206182795175,3.861986526245033,0.11936753609512975,61.890710164324524,0.03553710220340028,88.0121331791665,0.0,1
614,-35.712459953133816,-36.841158657855985,-37.56074211938734,-37.86102090629512,-38.01806443083477,-36.94159017361688,-37.566002915501485,-37.86807132229828,-37.999429739945015,-38.063292782662,-35.62421332038486,-35.98417787457384,-37.07517002484215,-37.54194940968294,-37.901163841784594,-38.03272786982749,-35.834278168928165,-36.894909711354465,-37.571198606863305,-37.86778241009409,-38.0002529975724,-38.071510951968165,-35.96120616656781,-36.914032512660526,-37.62909382673335,-37.906336650417096,-38.0320346178098,-38.08143199722891,5.178036180103491,0.20314675404287502,3.978522591382349,0.1110348390470691,57.278855009684534,0.04129008416702911,3.260859054705009,0.0373420744373155,1
615,-35.96886579028682,-36.97553595303515,-37.613524131159714,-37.88272742086781,-38.02885736114253,-37.06402825698238,-37.61804977181427,-37.88913498854564,-38.01053774261371,-38.073471057327616,-35.883148198569884,-36.22839481177698,-37.18140052085118,-37.59639597977709,-37.919333529352215,-38.04323350519916,-36.085421008915226,-37.02239033270783,-37.62267771519195,-37.88886899753468,-38.01132561098887,-38.081872531337744,-36.2070373547011,-37.03945921130679,-37.674262418102856,-37.924101591888856,-38.042318323217074,-38.09207630233329,4.5870518519760415,0.21146585937065596,3.742046149191594,0.13870174481856223,69.22423946294421,0.022714976563701746,3.4962079639880574,0.09221909050600473,1
616,-35.91852943108079,-36.947030261106306,-37.60476206709406,-37.881894958964736,-38.030875530282245,-37.038300887112435,-37.60947274302494,-37.88846840771933,-38.012472360199595,-38.07564326070619,-35.833641955564865,-36.17817921963995,-37.159519494526776,-37.587222861798786,-37.91941712771571,-38.04532711848988,-36.03506269027274,-36.995499592471525,-37.614244740523745,-37.8881964913001,-38.01326949544344,-38.083999023974336,-36.15665347684466,-37.01304245742096,-37.6674277239518,-37.92429390566895,-38.04446844617095,-38.09413551551754,4.707819264422999,0.21057796708181847,3.7958972101728854,0.13620043578050164,68.7637514371068,0.025614666836311282,3.5204062837787484,0.0855804647480311,1
617,-35.86034872811766,-36.91662319248137,-37.594651856438404,-37.87950496294922,-38.03097296843502,-37.01081553209865,-37.59954238246672,-37.88623420815627,-38.01255578682347,-38.075723155030985,-35.77481815482949,-36.12266143224784,-37.136047094100675,-37.576689813646,-37.917878331123255,-38.04545047275842,-35.978037841709735,-36.96679257497378,-37.60445739543389,-37.88595706762544,-38.01335932106027,-38.08401115432126,-36.100857227773126,-36.98482868500051,-37.65922201548247,-37.92285108386632,-38.04463851403972,-38.094037058363504,4.838173672012706,0.208178364756243,3.850598133726007,0.13199226994315733,67.73366967242889,0.027893703666362176,3.5314891691990558,0.07640237507859328,1
618,-35.82357773895412,-36.905429129570436,-37.59836118426388,-37.88778597074764,-38.03965722784738,-37.00192020759332,-37.60335761377333,-37.89458639748696,-38.0214891219366,-38.08374882661019,-35.73717442728781,-36.089007355451585,-37.130187673529235,-37.58008554550311,-37.926515138470094,-38.05396717637151,-35.94264222128425,-36.95691671831743,-37.60836596785399,-37.89430824224815,-38.02228657644186,-38.091905660345454,-36.06690279366172,-36.975355159777806,-37.66414307462802,-37.93150914748959,-38.05314853559249,-38.101698074263325,4.985357586079173,0.20850291078881766,3.9170086440363145,0.1269231520952932,65.27930675019677,0.030905308114601973,3.5131116692915794,0.06324655430893056,1
619,-35.79293682354944,-36.898257254861505,-37.60258336382082,-37.89533864588191,-38.04722500886263,-36.99658316565759,-37.60766420999764,-37.90218553193513,-38.02930549377497,-38.09066963819584,-35.706065117199955,-36.06118677419379,-37.12719839625247,-37.5840840414109,-37.93428945474769,-38.061364920593036,-35.91323824653314,-36.95078699907804,-37.61274143463374,-37.90190715089729,-38.03009593531786,-38.098706480798214,-36.03875738888467,-36.96955486750445,-37.6692648792815,-37.93928838062014,-38.06053278907761,-38.10828342461984,5.204865081945549,0.20940680154997304,4.0279807071469085,0.1187899288043501,60.66061406424852,0.03531570588388238,144.17697892915822,7.461812305058184e-11,1
620,-36.0489614494077,-37.034367809356006,-37.65656427171996,-37.91803927013296,-38.058825557209744,-37.12069076947213,-37.660915513027334,-37.924238363851984,-38.04125611860373,-38.101571841484514,-35.96447523999679,-36.30566338568784,-37.23503857343968,-37.639757760312435,-37.953421130898015,-38.07265328636276,-36.16428717354437,-37.07998237953992,-37.665420575782,-37.923983079590755,-38.04200978048621,-38.10978103280143,-36.2847471811862,-37.09667364419925,-37.7155964191485,-37.95800802209008,-38.071594264171665,-38.11961664490307,4.614862072663833,0.2160332729435769,3.7778894417620013,0.14340073217079027,70.36275203136482,0.019650734245881776,3.5365847038083214,0.09680557996192171,1
621,-36.008335777915164,-37.01253265431376,-37.652281905986136,-37.920523505337755,-38.063515693004945,-37.10136649111671,-37.65678907645869,-37.92685909527816,-38.045927331068306,-38.106260221898836,-35.92512943188185,-36.264338405082604,-37.21914345181935,-37.635107297150626,-37.95665327608259,-38.07737029045684,-36.123262021444,-37.0595937923346,-37.66141920148132,-37.926599237483636,-38.04668687432907,-38.11441213649737,-36.24328985052051,-37.07672303896243,-37.712974983664076,-37.96132579703744,-38.07635187446017,-38.12415852990241,4.741388340008974,0.217374770064628,3.837689200159796,0.14231534785465144,70.84015507031549,0.022343941642125813,3.570739957585524,0.0912681776040334,1
622,-35.95778294714444,-36.98715271900237,-37.64560163996987,-37.92074494228585,-38.06575411580626,-37.07870571193861,-37.6502676716434,-37.92721531639759,-38.04820083195802,-38.108362125750254,-35.87429201673447,-36.21574834269025,-37.200180415257776,-37.62803299905257,-37.95760478908572,-38.07959791785584,-36.07353308430109,-37.03578307442916,-37.65502734392177,-37.92695123792686,-38.04896427934157,-38.11643628801227,-36.194422425637676,-37.05338099449827,-37.70801041023036,-37.96235586579509,-38.07861461669154,-38.126053744237026,4.875997811611849,0.2170941427344759,3.9012666099629802,0.13968628204094624,70.24896587759433,0.02477456479558473,3.595911734860833,0.08320327224611437,1
623,-35.908208768098376,-36.96568117882659,-37.64192746102637,-37.92323321373971,-38.06967259750731,-37.05988637462369,-37.64673526835843,-37.92981686394312,-38.052240758205244,-38.111931888795525,-35.82358464306035,-36.16970444847229,-37.184927464577115,-37.623984555116934,-37.960694935771485,-38.08344266562455,-36.025525465157614,-37.01584163454815,-37.651613854014855,-37.92954971742835,-38.05300418552177,-38.119905126110424,-36.148080925103585,-37.03389598143205,-37.705899274391996,-37.96550414182684,-38.082478796390646,-38.12934754233092,5.027182938577814,0.21529679387581527,3.9694707526920427,0.13427225900859813,68.50732078212235,0.026916354668566875,3.6052046780018125,0.0705128772233418,1
624,-35.87197756437301,-36.95454684506391,-37.643792315629966,-37.92909801323941,-38.07589606522157,-37.0508031252657,-37.64869761176451,-37.935743732861496,-38.0586781282683,-38.11758933302686,-35.786535391268465,-36.13675234141381,-37.17850049919772,-37.625589163008115,-37.966870798594606,-38.08952160171626,-35.99074945175231,-37.00587592565563,-37.653657134648014,-37.93547568745527,-38.059436319402025,-38.12544833716001,-36.11481597942306,-37.024295738626776,-37.70882080158117,-37.97169789874653,-38.08855247920685,-38.13468747911171,5.2351903178224415,0.2156637057730686,4.075537730093922,0.12640948272301902,64.47335266295642,0.030381133266561482,139.69598674378702,4.3889566660057875e-10,1
625,-36.12837923197631,-37.09336707018841,-37.69948855321128,-37.953130236075694,-38.08851086146659,-37.17750907301827,-37.70367047820403,-37.95911800413343,-38.07168426497625,-38.12941124452867,-36.04519687171344,-36.38237301790539,-37.28880006758368,-37.68302857908108,-37.98726823816203,-38.10179426929532,-36.242560236137265,-37.13773615258842,-37.70804996150598,-37.95887342806182,-38.072403679621175,-38.13743373671176,-36.3618984924877,-37.154047418763625,-37.75679103401336,-37.991669548574855,-38.100590787204865,-38.14690737087936,4.678039184761175,0.2241230355990976,3.8233275511343585,0.14897471980890284,71.2945254131822,0.01710821368819552,3.588652837458244,0.10263060009872073,1
626,-36.09360250308761,-37.07524127318376,-37.69777684221244,-37.95754896134992,-38.094782379973104,-37.16175877650503,-37.70209798376464,-37.96365684414869,-38.07797356642697,-38.135591756873566,-36.01204617422278,-36.346173564613636,-37.276261046631404,-37.68096957693683,-37.99234248412076,-38.10806505556661,-36.2070312569236,-37.120968922569645,-37.70659233824473,-37.96340846399243,-38.078697012190716,-38.14354948750016,-36.32555281677698,-37.13770156244934,-37.75659495190196,-37.99681702560231,-38.106892989298224,-38.15292154679884,4.808563743042783,0.2265974253726543,3.8803840611256804,0.14810634006635068,71.74004376484035,0.019590943940298394,3.6176437789582416,0.09675604287128815,1
627,-36.047392902030154,-37.05228594100707,-37.69264153319824,-37.95889753220305,-38.097939215975444,-37.14140862030125,-37.697110561995046,-37.96512985926719,-38.081183019608865,-38.138570415567415,-35.96582920681202,-36.301319280502426,-37.25942962861555,-37.675455877189734,-37.99436302257084,-38.11119770053776,-36.161344961587204,-37.09950734141243,-37.70172733696904,-37.964877731678015,-38.08190943107841,-38.14644720418209,-36.280388658479126,-37.11669593587561,-37.753075889445796,-37.998908150249235,-38.110055666232554,-38.15568571034396,4.948855787899941,0.22749135173739646,3.9458495261035176,0.14626015731670597,72.0621504052843,0.021964139294029857,3.6435073681849186,0.08893028599748665,1
628,-35.98802335872546,-37.022758642506645,-37.68313202993272,-37.95677656196888,-38.09805767619994,-37.11480565532067,-37.68776953089852,-37.96315478627483,-38.08132027275553,-38.13859102244796,-35.9051620462527,-36.24568304877023,-37.2367950308426,-37.665523412839214,-37.99303544278335,-38.11131797965084,-36.1036217250273,-37.07166991562692,-37.69252482344122,-37.96289800574658,-38.08205152315736,-38.14639141880252,-36.22441760605348,-37.089358603610975,-37.7453979370315,-37.99766745328988,-38.110216153400856,-38.15550292106614,5.10555460237564,0.2240855659472488,4.012575496594667,0.14063015871041576,70.9455595537982,0.023491443984787183,3.663427742376433,0.07667326582224196,1
629,-35.94827960425503,-37.00913332694197,-37.68366486988819,-37.961759892444235,-38.10361051720999,-37.103391649115764,-37.688407741351924,-37.968210149681205,-38.08706881442751,-38.14361836675608,-35.86435550630212,-36.209461704100086,-37.228258945202356,-37.665767920970126,-37.998386788165334,-38.11673977747156,-36.06543670106892,-37.05930448529654,-37.69325236825129,-37.96795207515147,-38.08779583275587,-38.151306586476764,-36.18784578430338,-37.07738662170651,-37.747094467980546,-38.003044934122656,-38.11563741265053,-38.160219994842755,5.303662305982422,0.2240305915264221,4.1110861318527325,0.13332424381934338,67.7296216107259,0.026213805044582688,141.49997599779547,1.2042939686778794e-16,1
630,-36.20577291513639,-37.15279180425092,-37.742054822685304,-37.987553005748815,-38.117343770433315,-37.234727017475024,-37.7460779256252,-37.99332102553316,-38.101240071496846,-38.15646581937443,-36.12411564286875,-36.45739097100109,-37.34285636275986,-37.72600317847081,-38.02038871906089,-38.130095352184526,-36.31904802670222,-37.195891918881706,-37.750323958506094,-37.993087265133006,-38.10192508516621,-38.16431832820944,-36.437355158000805,-37.21182499984567,-37.797553197274766,-38.02459053437326,-38.12874645321844,-38.17344902692456,4.841501253344276,0.2425339902359251,3.8981812575606396,0.15715894801649544,69.65629982315112,0.016346662554108677,3.67568823220453,0.11219204361170936,1
631,-36.16523161987506,-37.12946238078928,-37.737178777030266,-37.98975692811718,-38.12192384834491,-37.21403522969888,-37.741359282662195,-37.99566776806781,-38.105791327929694,-38.161066122935054,-36.08524166913048,-36.41500106477314,-37.32575003774455,-37.720727820376,-38.0233833495743,-38.134710179082184,-36.277478574822865,-37.17407016242827,-37.74573654975022,-37.995429272333645,-38.10648311636746,-38.16885864979839,-36.39466039833643,-37.190469589978875,-37.79440951016192,-38.02767773889339,-38.133403848177636,-38.17790427907879,4.9741903882512055,0.24300730964932662,3.928182382136336,0.15317485295347663,72.18459479653846,0.017816572260592106,3.6632744890560947,0.10181119088352206,1
632,-36.113496742074666,-37.10110174275003,-37.72792706796366,-37.98777758154536,-38.12233045575535,-37.18843241403487,-37.73227281894209,-37.993834603614836,-38.106173872421586,-38.16148560811575,-36.033536633768335,-36.36429860805743,-37.303891237508374,-37.711069062649244,-38.022207121727135,-38.13514926372749,-36.22606189357859,-37.147290767405806,-37.736784526090865,-37.993591281360885,-38.106872347939685,-38.16921440746282,-36.34351854419693,-37.164171513617454,-37.78694171455386,-38.02659221002901,-38.133887631974495,-38.17816317752555,5.127738243638985,0.24240349400137826,3.9792942363129207,0.14976104349314662,72.4999707566218,0.019720757483725513,3.6589480711939193,0.09169771455145109,1
633,-36.05334681674466,-37.07021434702896,-37.7172356278774,-37.984601271070616,-38.12154781887661,-37.16049748920193,-37.72175180468557,-37.99080830092207,-38.10538147446472,-38.16067761760412,-35.972210713446415,-36.30745320273223,-37.27994817337522,-37.699949397973825,-38.01985172252966,-38.13438901232995,-36.16730623548118,-37.11810199186846,-37.7264035503716,-37.99056008472627,-38.10608606053674,-38.168337434389876,-36.286182864935334,-37.135492095123645,-37.77810381952049,-38.02432852418137,-38.13317196101248,-38.17717578648164,5.293597370465869,0.2388051638062015,4.036277666895569,0.14424321033577117,62.005134293379996,0.022022010413815355,3.654479126842781,0.07976038323230512,1
634,-36.01630480677488,-37.0585295366532,-37.71951608006126,-37.99112358380287,-38.12845153185507,-37.15101610595431,-37.72413115371987,-37.997395635013675,-38.112511913646586,-38.16697471187967,-35.93417459255411,-36.27353103149862,-37.27330850165012,-37.70194221732525,-38.02670144186139,-38.1411390539259,-36.13158624780672,-37.1076656601106,-37.728869531429396,-37.99714654226568,-38.11321095832653,-38.174513309488056,-36.25172814189717,-37.125451353259876,-37.78150557850496,-38.03119855551433,-38.139915492404185,-38.183137647797224,5.485257483117049,0.23866141625243328,4.119231676340171,0.13840040615741056,69.21047194589644,0.023683873614700434,3.645916627992694,0.06565685938393727,1
635,-36.28322612098147,-37.21225502222529,-37.78463231901729,-38.0219789841226,-38.14617867703523,-37.29198112536646,-37.78849876286927,-38.02752717176041,-38.13079702118017,-38.18352102800426,-36.20308584446168,-36.53245686456649,-37.39695446210908,-37.768995511477854,-38.05351222425304,-38.15839825403378,-36.395588828744955,-37.25409087107309,-37.792611148991355,-38.02730416975762,-38.131447655144314,-38.19120347948273,-36.51285599027018,-37.269641663264984,-37.83832731286534,-38.057515026333675,-38.156903589705735,-38.19999097750821,4.993311175569301,0.26047111215845603,3.967695895107468,0.16528550361703906,61.594668699336815,0.016553304914430033,3.7517349501657886,0.12159666106392067,1
636,-36.23689397844919,-37.18371332403001,-37.776589689824085,-38.02196747458167,-38.149066988633095,-37.26633964846372,-37.78063117826299,-38.027681206413774,-38.13361000114571,-38.18654094934263,-36.15846495813636,-36.48385624903277,-37.37527139651009,-37.760499978108584,-38.054426656630284,-38.16135682736011,-36.347957424465946,-37.22720488124946,-37.78489120621393,-38.02745254832746,-38.134270147400535,-38.19416823577119,-36.46379528754757,-37.24326781630651,-37.832233522657816,-38.05854129226367,-38.159915905918815,-38.202887216330645,5.130642238333164,0.25903638587381406,3.974606157657577,0.15818382974550804,70.60314560275422,0.01635418680185724,3.7057082174688944,0.10681639431974084,1
637,-36.17962515229926,-37.14994331627767,-37.763220202245634,-38.016659672747096,-38.14672300495331,-37.2354801550925,-37.767443924389624,-38.022541337749,-38.131165439284395,-38.18440113743656,-36.10126282781108,-36.427301551846824,-37.34838026726577,-37.746693771355304,-38.05005314459431,-38.159102014563715,-36.2908050275215,-37.19510295636463,-37.77185043566754,-38.02230678377527,-38.13183598929877,-38.191981927869975,-36.40667364862276,-37.211672962256465,-37.82081536680657,-38.05427851550694,-38.15772052549292,-38.20064080134612,5.299422198502393,0.2569935369131029,4.012228449654034,0.1532522580711504,72.77743494668559,0.017508265389020415,3.6738386444553512,0.09444213042385916,1
638,-36.11869291495548,-37.117695264569434,-37.751346758878626,-38.01242792714642,-38.14503914345124,-37.20621268295916,-37.75574280054224,-38.01846371203825,-38.12944332825662,-38.182764482191736,-36.03927384285934,-36.36925121766046,-37.32312805068206,-37.7343866921304,-38.046669820906125,-38.15746110593847,-36.231019496958076,-37.16456215454812,-37.76029087122828,-38.018224024937325,-38.13012125851472,-38.190283708261674,-36.347981023284845,-37.18165081576404,-37.81081738241295,-38.050991721461216,-38.15612858868451,-38.19884877020348,5.474793130165535,0.25320999011435424,4.059584731938608,0.14783403746075766,72.76538477730205,0.018956812680540915,3.6463275873979586,0.08280347668790972,1
639,-36.08435376889467,-37.10795214596608,-37.755375105538285,-38.02048938504567,-38.15329381097748,-37.19866482191324,-37.759863652776176,-38.02658317643535,-38.137955684882456,-38.19033130651643,-36.00400659815902,-36.33763753493195,-37.31838577362376,-37.738128330894824,-38.055018064254725,-38.165539469226744,-36.19777127166108,-37.156056051868276,-37.76449564862031,-38.026343027075754,-38.1386267653412,-38.19772027897799,-36.315657441163445,-37.17354226655273,-37.81592471159527,-38.05935446921484,-38.1641944341807,-38.206055390045904,5.660702134652293,0.25298036786072575,4.127587725315915,0.1434122514505606,70.6705279330786,0.02120045268946936,3.6273292400517105,0.07221744915272743,1
